Org,Org Country,Via,Dst,Dst Country,Stops,Seats_total
BCV,BZ,,BZE,BZ,0,8760
BCV,BZ,TZA,BZE,BZ,1,4380
BCV,BZ,,CUK,BZ,0,8760
BCV,BZ,,CYD,BZ,0,4380
BCV,BZ,,SPR,BZ,0,4380
BCV,BZ,CUK,SPR,BZ,1,8760
BCV,BZ,,TZA,BZ,0,4380
BCV,BZ,BZE,TZA,BZ,1,8760
BZE,BZ,,BCV,BZ,0,4380
BZE,BZ,TZA,BCV,BZ,1,4380
BZE,BZ,,CUK,BZ,0,43800
BZE,BZ,,CUK,BZ,0,18260
BZE,BZ,,CYC,BZ,0,10
BZE,BZ,,CYD,BZ,0,4380
BZE,BZ,TZA,CYD,BZ,1,4380
BZE,BZ,,DGA,BZ,0,21900
BZE,BZ,TZA,DGA,BZ,1,17520
BZE,BZ,,DGA,BZ,0,30490
BZE,BZ,TZA,DGA,BZ,1,3650
BZE,BZ,DGA,INB,BZ,1,3640
BZE,BZ,,PLJ,BZ,0,8760
BZE,BZ,DGA,PLJ,BZ,1,21900
BZE,BZ,,PLJ,BZ,0,5950
BZE,BZ,DGA,PLJ,BZ,1,6490
BZE,BZ,,SPR,BZ,0,4380
BZE,BZ,CUK,SPR,BZ,1,43800
BZE,BZ,,SPR,BZ,0,22490
BZE,BZ,CYC,SPR,BZ,1,18270
BZE,BZ,DGA,SVK,BZ,1,20360
BZE,BZ,,TZA,BZ,0,61320
BZE,BZ,,TZA,BZ,0,64580
CUK,BZ,,BCV,BZ,0,8760
CUK,BZ,,BZE,BZ,0,43800
CUK,BZ,,BZE,BZ,0,18280
CUK,BZ,,CZH,BZ,0,20
CUK,BZ,,SPR,BZ,0,78840
CUK,BZ,,SPR,BZ,0,18320
CUK,BZ,,TZA,BZ,0,26280
CUK,BZ,BZE,TZA,BZ,1,18280
CYC,BZ,,SPR,BZ,0,10
CZH,BZ,,ORZ,BZ,0,3650
CZH,BZ,,SPR,BZ,0,26280
CZH,BZ,,SPR,BZ,0,10950
CZH,BZ,ORZ,SPR,BZ,1,3650
DGA,BZ,,BZE,BZ,0,30660
DGA,BZ,TZA,BZE,BZ,1,4380
DGA,BZ,,BZE,BZ,0,24600
DGA,BZ,,INB,BZ,0,3640
DGA,BZ,SVK,INB,BZ,1,5690
DGA,BZ,,PLJ,BZ,0,39420
DGA,BZ,,PLJ,BZ,0,10110
DGA,BZ,SVK,PLJ,BZ,1,20790
DGA,BZ,PLJ,PND,BZ,1,21900
DGA,BZ,PLJ,PND,BZ,1,2040
DGA,BZ,,SVK,BZ,0,20400
DGA,BZ,PLJ,SVK,BZ,1,10
DGA,BZ,,TZA,BZ,0,4380
DGA,BZ,BZE,TZA,BZ,1,21900
DGA,BZ,BZE,TZA,BZ,1,24450
INB,BZ,DGA,BZE,BZ,1,140
INB,BZ,,DGA,BZ,0,140
INB,BZ,PLJ,DGA,BZ,1,3830
INB,BZ,,PLJ,BZ,0,26090
INB,BZ,,PND,BZ,0,12400
INB,BZ,,SVK,BZ,0,20
INB,BZ,PLJ,SVK,BZ,1,15400
ORZ,BZ,,CZH,BZ,0,3650
ORZ,BZ,,SPR,BZ,0,3650
PLJ,BZ,,BZE,BZ,0,4380
PLJ,BZ,DGA,BZE,BZ,1,30660
PLJ,BZ,,BZE,BZ,0,4100
PLJ,BZ,DGA,BZE,BZ,1,4610
PLJ,BZ,,DGA,BZ,0,35040
PLJ,BZ,,DGA,BZ,0,4610
PLJ,BZ,SVK,DGA,BZ,1,19970
PLJ,BZ,,INB,BZ,0,12640
PLJ,BZ,,PND,BZ,0,21900
PLJ,BZ,,PND,BZ,0,4500
PLJ,BZ,INB,PND,BZ,1,12400
PLJ,BZ,,SVK,BZ,0,19840
PLJ,BZ,INB,SVK,BZ,1,20
PLJ,BZ,DGA,TZA,BZ,1,4380
PND,BZ,PLJ,DGA,BZ,1,21900
PND,BZ,,INB,BZ,0,14240
PND,BZ,PLJ,INB,BZ,1,30
PND,BZ,,PLJ,BZ,0,21900
PND,BZ,,PLJ,BZ,0,2390
PND,BZ,INB,PLJ,BZ,1,14240
PND,BZ,PLJ,SVK,BZ,1,2360
SPR,BZ,,BCV,BZ,0,4380
SPR,BZ,CUK,BCV,BZ,1,8760
SPR,BZ,,BZE,BZ,0,4380
SPR,BZ,CUK,BZE,BZ,1,43800
SPR,BZ,,BZE,BZ,0,18810
SPR,BZ,CUK,BZE,BZ,1,18280
SPR,BZ,,CUK,BZ,0,78840
SPR,BZ,,CUK,BZ,0,18300
SPR,BZ,,CYD,BZ,0,4380
SPR,BZ,BCV,CYD,BZ,1,4380
SPR,BZ,,CZH,BZ,0,26280
SPR,BZ,,CZH,BZ,0,10930
SPR,BZ,CUK,CZH,BZ,1,3670
SPR,BZ,,ORZ,BZ,0,3650
SPR,BZ,,TZA,BZ,0,21900
SPR,BZ,CUK,TZA,BZ,1,26280
SPR,BZ,,TZA,BZ,0,3650
SPR,BZ,BZE,TZA,BZ,1,18200
SVK,BZ,DGA,BZE,BZ,1,19850
SVK,BZ,,DGA,BZ,0,19850
SVK,BZ,,INB,BZ,0,3250
SVK,BZ,PLJ,INB,BZ,1,10040
SVK,BZ,,PLJ,BZ,0,17150
SVK,BZ,INB,PLJ,BZ,1,3240
SVK,BZ,PLJ,PND,BZ,1,2460
TZA,BZ,,BCV,BZ,0,4380
TZA,BZ,BZE,BCV,BZ,1,4380
TZA,BZ,,BZE,BZ,0,21900
TZA,BZ,,BZE,BZ,0,57270
TZA,BZ,,CUK,BZ,0,26280
TZA,BZ,,CUK,BZ,0,10
TZA,BZ,BZE,CUK,BZ,1,18260
TZA,BZ,BZE,CYC,BZ,1,10
TZA,BZ,,CYD,BZ,0,4380
TZA,BZ,BZE,CYD,BZ,1,4380
TZA,BZ,,DGA,BZ,0,17520
TZA,BZ,BZE,DGA,BZ,1,4380
TZA,BZ,,DGA,BZ,0,3650
TZA,BZ,BZE,DGA,BZ,1,14600
TZA,BZ,DGA,PLJ,BZ,1,17520
TZA,BZ,BZE,PLJ,BZ,1,6140
TZA,BZ,,SPR,BZ,0,21900
TZA,BZ,CUK,SPR,BZ,1,26280
TZA,BZ,,SPR,BZ,0,10
TZA,BZ,CUK,SPR,BZ,1,21890
TZA,BZ,DGA,SVK,BZ,1,40
BZE,BZ,SAP,HAV,CU,1,210
BZE,BZ,,FRS,GT,0,4380
BZE,BZ,,RTB,HN,0,4320
BZE,BZ,,SAP,HN,0,3756
BZE,BZ,,CUN,MX,0,6036
BZE,BZ,,MID,MX,0,2580
BZE,BZ,,PTY,PA,0,658
BZE,BZ,,SAL,SV,0,35810
BZE,BZ,ORD,ALB,US,1,304
BZE,BZ,ORD,ANC,US,1,456
BZE,BZ,,ATL,US,0,58907
BZE,BZ,IAH,ATL,US,1,152
BZE,BZ,IAH,AUS,US,1,2398
BZE,BZ,MIA,BDL,US,1,43292
BZE,BZ,MIA,BOS,US,1,40616
BZE,BZ,ORD,BOS,US,1,13095
BZE,BZ,ORD,BWI,US,1,152
BZE,BZ,IAH,CLE,US,1,760
BZE,BZ,,CLT,US,0,768
BZE,BZ,,CLT,US,0,6252
BZE,BZ,IAH,DEN,US,1,7611
BZE,BZ,,DFW,US,0,50046
BZE,BZ,IAH,DFW,US,1,152
BZE,BZ,IAH,DTW,US,1,638
BZE,BZ,,EWR,US,0,8172
BZE,BZ,IAH,EWR,US,1,3018
BZE,BZ,,HOU,US,0,11154
BZE,BZ,IAH,IAD,US,1,4480
BZE,BZ,,IAH,US,0,119401
BZE,BZ,ORD,LAS,US,1,3036
BZE,BZ,,LAX,US,0,4088
BZE,BZ,,LAX,US,0,6895
BZE,BZ,IAH,LAX,US,1,3169
BZE,BZ,IAH,LGA,US,1,1520
BZE,BZ,,MIA,US,0,88388
BZE,BZ,IAH,MSY,US,1,7119
BZE,BZ,IAH,OKC,US,1,152
BZE,BZ,,ORD,US,0,4912
BZE,BZ,IAH,ORD,US,1,2178
BZE,BZ,IAH,PDX,US,1,1854
BZE,BZ,IAH,PHX,US,1,1383
BZE,BZ,IAH,PIT,US,1,152
BZE,BZ,IAH,SAT,US,1,707
BZE,BZ,DFW,SEA,US,1,11506
BZE,BZ,IAH,SEA,US,1,4222
BZE,BZ,EWR,SFO,US,1,2094
BZE,BZ,DFW,SJC,US,1,10500
BZE,BZ,IAH,SMF,US,1,760
BZE,BZ,ORD,SNA,US,1,1064
RIZ,CN,,DLC,CN,0,1304
RIZ,CN,,PVG,CN,0,1304
SJO,CR,BOG,GIG,BR,1,5640
LIR,CR,,YUL,CA,0,1800
LIR,CR,,YUL,CA,0,2268
LIR,CR,,YUL,CA,0,1134
LIR,CR,,YYC,CA,0,952
LIR,CR,,YYZ,CA,0,11524
LIR,CR,,YYZ,CA,0,378
LIR,CR,,YYZ,CA,0,5103
LIR,CR,,YYZ,CA,0,12832
SJO,CR,,YUL,CA,0,2960
SJO,CR,,YYZ,CA,0,19106
SJO,CR,SAL,YYZ,CA,1,50286
SJO,CR,,YYZ,CA,0,1701
SJO,CR,,YYZ,CA,0,680
SJO,CR,LIM,SCL,CL,1,59228
SJO,CR,,ADZ,CO,0,5760
SJO,CR,,BOG,CO,0,81992
SJO,CR,,BOG,CO,0,5640
DRK,CR,,SJO,CR,0,8068
DRK,CR,,SJO,CR,0,2864
DRK,CR,,SJO,CR,0,480
DRK,CR,,SJO,CR,0,8280
FON,CR,XQP,SJO,CR,1,4781
FON,CR,,SJO,CR,0,1600
FON,CR,,SJO,CR,0,240
FON,CR,,SJO,CR,0,4140
FON,CR,,XQP,CR,0,5294
FON,CR,,XQP,CR,0,96
GLF,CR,,PJM,CR,0,1209
GLF,CR,,PJM,CR,0,8
GLF,CR,,SJO,CR,0,5757
GLF,CR,PJM,SJO,CR,1,3489
GLF,CR,,SJO,CR,0,4176
GLF,CR,PJM,SJO,CR,1,8
GLF,CR,,SJO,CR,0,480
GLF,CR,PJM,SJO,CR,1,240
GLF,CR,,SJO,CR,0,8280
GLF,CR,PJM,SJO,CR,1,4140
GLF,CR,,XQP,CR,0,6289
LIO,CR,,SJO,CR,0,3534
LIO,CR,TTQ,SJO,CR,1,3344
LIO,CR,,SJO,CR,0,888
LIO,CR,,TTQ,CR,0,3933
LIO,CR,,TTQ,CR,0,1144
LIR,CR,,SJO,CR,0,1429
LIR,CR,TNO,SJO,CR,1,7992
LIR,CR,,SJO,CR,0,5264
LIR,CR,,SJO,CR,0,480
LIR,CR,TNO,SJO,CR,1,240
LIR,CR,,SJO,CR,0,8280
LIR,CR,TNO,SJO,CR,1,4140
LIR,CR,,SYQ,CR,0,1209
LIR,CR,TNO,SYQ,CR,1,513
LIR,CR,,TNO,CR,0,18594
LIR,CR,,TNO,CR,0,816
NOB,CR,,PBP,CR,0,665
NOB,CR,,SJO,CR,0,6289
NOB,CR,TMU,SJO,CR,1,4014
NOB,CR,,TMU,CR,0,7415
NOB,CR,PBP,TMU,CR,1,665
PBP,CR,,NOB,CR,0,1691
PBP,CR,TMU,SJO,CR,1,1254
PBP,CR,,TMU,CR,0,3002
PJM,CR,,DRK,CR,0,3686
PJM,CR,,GLF,CR,0,4009
PJM,CR,,GLF,CR,0,1680
PJM,CR,,SJO,CR,0,14286
PJM,CR,DRK,SJO,CR,1,3173
PJM,CR,,SJO,CR,0,3680
PJM,CR,,SJO,CR,0,1440
PJM,CR,,SJO,CR,0,24840
PMZ,CR,,SJO,CR,0,270
PMZ,CR,,SJO,CR,0,360
PMZ,CR,,SJO,CR,0,240
PMZ,CR,,SJO,CR,0,4140
SJO,CR,,DRK,CR,0,5541
SJO,CR,PJM,DRK,CR,1,2527
SJO,CR,,DRK,CR,0,2848
SJO,CR,,DRK,CR,0,480
SJO,CR,,DRK,CR,0,8280
SJO,CR,,FON,CR,0,5883
SJO,CR,,FON,CR,0,1776
SJO,CR,,FON,CR,0,240
SJO,CR,,FON,CR,0,4140
SJO,CR,,GLF,CR,0,5218
SJO,CR,PJM,GLF,CR,1,5757
SJO,CR,,GLF,CR,0,3208
SJO,CR,,GLF,CR,0,960
SJO,CR,,GLF,CR,0,16560
SJO,CR,,LIO,CR,0,8626
SJO,CR,,LIO,CR,0,1160
SJO,CR,,LIR,CR,0,11267
SJO,CR,TNO,LIR,CR,1,2638
SJO,CR,,LIR,CR,0,4784
SJO,CR,TNO,LIR,CR,1,1216
SJO,CR,,LIR,CR,0,480
SJO,CR,TNO,LIR,CR,1,240
SJO,CR,,LIR,CR,0,8280
SJO,CR,TNO,LIR,CR,1,4140
SJO,CR,,NOB,CR,0,6997
SJO,CR,PBP,NOB,CR,1,4598
SJO,CR,,PBP,CR,0,3363
SJO,CR,NOB,PBP,CR,1,665
SJO,CR,,PJM,CR,0,18131
SJO,CR,GLF,PJM,CR,1,1209
SJO,CR,,PJM,CR,0,5056
SJO,CR,,PJM,CR,0,1200
SJO,CR,GLF,PJM,CR,1,240
SJO,CR,,PJM,CR,0,20700
SJO,CR,GLF,PJM,CR,1,4140
SJO,CR,XQP,PMZ,CR,1,270
SJO,CR,,PMZ,CR,0,384
SJO,CR,,PMZ,CR,0,240
SJO,CR,,PMZ,CR,0,4140
SJO,CR,,TMU,CR,0,10101
SJO,CR,NOB,TMU,CR,1,6313
SJO,CR,,TMU,CR,0,7616
SJO,CR,,TMU,CR,0,1440
SJO,CR,,TMU,CR,0,24840
SJO,CR,,TNO,CR,0,2638
SJO,CR,LIR,TNO,CR,1,11267
SJO,CR,,TNO,CR,0,3264
SJO,CR,LIR,TNO,CR,1,840
SJO,CR,,TNO,CR,0,480
SJO,CR,LIR,TNO,CR,1,240
SJO,CR,,TNO,CR,0,8280
SJO,CR,LIR,TNO,CR,1,4140
SJO,CR,,TTQ,CR,0,620
SJO,CR,LIO,TTQ,CR,1,589
SJO,CR,,TTQ,CR,0,904
SJO,CR,,TTQ,CR,0,132
SJO,CR,,TTQ,CR,0,2364
SJO,CR,,XQP,CR,0,9866
SJO,CR,FON,XQP,CR,1,9265
SJO,CR,,XQP,CR,0,8728
SJO,CR,FON,XQP,CR,1,96
SJO,CR,,XQP,CR,0,1200
SJO,CR,,XQP,CR,0,20700
SYQ,CR,,LIR,CR,0,1722
SYQ,CR,LIR,TNO,CR,1,1722
TMU,CR,,NOB,CR,0,5187
TMU,CR,,SJO,CR,0,13906
TMU,CR,NOB,SJO,CR,1,2280
TMU,CR,,SJO,CR,0,8104
TMU,CR,,SJO,CR,0,1440
TMU,CR,,SJO,CR,0,24840
TNO,CR,,LIR,CR,0,4386
TNO,CR,,LIR,CR,0,1216
TNO,CR,,SJO,CR,0,11108
TNO,CR,LIR,SJO,CR,1,1429
TNO,CR,,SJO,CR,0,2832
TNO,CR,,SJO,CR,0,480
TNO,CR,LIR,SJO,CR,1,240
TNO,CR,,SJO,CR,0,8280
TNO,CR,LIR,SJO,CR,1,4140
TNO,CR,,SYQ,CR,0,513
TNO,CR,LIR,SYQ,CR,1,1209
TTQ,CR,,LIO,CR,0,880
TTQ,CR,,SJO,CR,0,5693
TTQ,CR,,SJO,CR,0,1176
TTQ,CR,,SJO,CR,0,132
TTQ,CR,,SJO,CR,0,2364
XQP,CR,,GLF,CR,0,5187
XQP,CR,,PMZ,CR,0,270
XQP,CR,,SJO,CR,0,15403
XQP,CR,PMZ,SJO,CR,1,2550
XQP,CR,,SJO,CR,0,9032
XQP,CR,,SJO,CR,0,1200
XQP,CR,,SJO,CR,0,20700
SJO,CR,SDQ,FRA,DE,1,35370
SJO,CR,,SDQ,DO,0,35370
SJO,CR,,MAD,ES,0,126013
SJO,CR,,GUA,GT,0,83808
SJO,CR,TGU,GUA,GT,1,1224
SJO,CR,,GUA,GT,0,75591
SJO,CR,,SAP,HN,0,22632
SJO,CR,,TGU,HN,0,24552
SJO,CR,,TGU,HN,0,51429
SJO,CR,SAL,CUN,MX,1,56068
SJO,CR,,CUN,MX,0,5742
SJO,CR,,GDL,MX,0,5742
SJO,CR,,MEX,MX,0,62218
SJO,CR,,MEX,MX,0,111268
SJO,CR,,MEX,MX,0,3600
LIR,CR,,ECI,NI,0,152
SJO,CR,,MGA,NI,0,3466
SJO,CR,,MGA,NI,0,83274
SJO,CR,,MGA,NI,0,28296
LIR,CR,,PTY,PA,0,10021
SJO,CR,,BOC,PA,0,5808
SJO,CR,,DAV,PA,0,7800
SJO,CR,,PAC,PA,0,17040
SJO,CR,,PTY,PA,0,108182
SJO,CR,,PTY,PA,0,371293
SJO,CR,,LIM,PE,0,53588
LIR,CR,,SAL,SV,0,14472
SJO,CR,,SAL,SV,0,216034
SJO,CR,MGA,SAL,SV,1,27072
LIR,CR,,ATL,US,0,77247
LIR,CR,IAH,ATL,US,1,972
LIR,CR,IAH,AUS,US,1,972
LIR,CR,IAH,BNA,US,1,167
LIR,CR,MIA,BOS,US,1,21150
LIR,CR,,BOS,US,0,3900
LIR,CR,IAH,BOS,US,1,2623
LIR,CR,ORD,BUF,US,1,285
LIR,CR,IAH,BWI,US,1,4269
LIR,CR,,BWI,US,0,1144
LIR,CR,IAH,CLE,US,1,167
LIR,CR,,CLT,US,0,1280
LIR,CR,,CLT,US,0,5474
LIR,CR,IAH,DCA,US,1,1002
LIR,CR,,DEN,US,0,2898
LIR,CR,,DEN,US,0,304
LIR,CR,IAH,DEN,US,1,2370
LIR,CR,,DFW,US,0,25454
LIR,CR,IAH,DFW,US,1,4160
LIR,CR,IAH,DTW,US,1,1276
LIR,CR,,EWR,US,0,26539
LIR,CR,IAH,EWR,US,1,1364
LIR,CR,,HOU,US,0,8723
LIR,CR,IAH,IAD,US,1,3691
LIR,CR,,IAH,US,0,118747
LIR,CR,,JFK,US,0,40200
LIR,CR,,JFK,US,0,1905
LIR,CR,IAH,LAS,US,1,1306
LIR,CR,,LAX,US,0,5591
LIR,CR,,LAX,US,0,12320
LIR,CR,IAH,LAX,US,1,805
LIR,CR,IAH,LGA,US,1,1473
LIR,CR,IAH,MCO,US,1,2340
LIR,CR,,MIA,US,0,75082
LIR,CR,,MSP,US,0,4675
LIR,CR,,MSP,US,0,6264
LIR,CR,IAH,MSY,US,1,334
LIR,CR,,ORD,US,0,2856
LIR,CR,,ORD,US,0,12686
LIR,CR,IAH,ORD,US,1,2248
LIR,CR,ORD,PDX,US,1,1216
LIR,CR,IAH,PHL,US,1,319
LIR,CR,IAH,PHX,US,1,972
LIR,CR,IAH,PIT,US,1,1002
LIR,CR,IAH,SAN,US,1,2612
LIR,CR,IAH,SAT,US,1,1398
LIR,CR,IAH,SEA,US,1,1969
LIR,CR,ORD,SFO,US,1,2625
LIR,CR,IAH,SLC,US,1,953
LIR,CR,IAH,SMF,US,1,486
LIR,CR,IAH,SNA,US,1,912
LIR,CR,IAH,TPA,US,1,501
SJO,CR,,ATL,US,0,128871
SJO,CR,IAH,ATL,US,1,3496
SJO,CR,IAH,AUS,US,1,8360
SJO,CR,IAH,BNA,US,1,152
SJO,CR,ATL,BOS,US,1,59799
SJO,CR,EWR,BOS,US,1,3952
SJO,CR,ORD,BUF,US,1,152
SJO,CR,IAH,BWI,US,1,1368
SJO,CR,,BWI,US,0,42900
SJO,CR,EWR,CLE,US,1,1064
SJO,CR,,CLT,US,0,2688
SJO,CR,,CLT,US,0,27260
SJO,CR,IAH,DCA,US,1,4256
SJO,CR,,DEN,US,0,4830
SJO,CR,,DEN,US,0,236
SJO,CR,IAH,DEN,US,1,15960
SJO,CR,,DFW,US,0,65068
SJO,CR,IAH,DFW,US,1,5320
SJO,CR,MIA,DTW,US,1,7800
SJO,CR,ATL,DTW,US,1,54827
SJO,CR,IAH,DTW,US,1,1976
SJO,CR,MIA,EWR,US,1,11250
SJO,CR,,EWR,US,0,109812
SJO,CR,IAH,EWR,US,1,2280
SJO,CR,,FLL,US,0,54750
SJO,CR,,FLL,US,0,102740
SJO,CR,,HOU,US,0,11011
SJO,CR,,IAD,US,0,10640
SJO,CR,IAH,IAD,US,1,14676
SJO,CR,,IAH,US,0,17557
SJO,CR,,IAH,US,0,196060
SJO,CR,,JFK,US,0,2184
SJO,CR,SAL,JFK,US,1,57420
SJO,CR,,JFK,US,0,3295
SJO,CR,IAH,LAS,US,1,4864
SJO,CR,MIA,LAX,US,1,23100
SJO,CR,,LAX,US,0,5495
SJO,CR,GUA,LAX,US,1,85626
SJO,CR,,LAX,US,0,64295
SJO,CR,IAH,LAX,US,1,20368
SJO,CR,IAH,LGA,US,1,304
SJO,CR,IAH,MCI,US,1,456
SJO,CR,PHX,MCI,US,1,124
SJO,CR,,MCO,US,0,61650
SJO,CR,IAH,MCO,US,1,13072
SJO,CR,IAH,MFE,US,1,456
SJO,CR,,MIA,US,0,198320
SJO,CR,,MSP,US,0,2172
SJO,CR,ORD,MSP,US,1,456
SJO,CR,IAH,MSY,US,1,11400
SJO,CR,IAH,OKC,US,1,456
SJO,CR,EWR,OMA,US,1,152
SJO,CR,PHX,OMA,US,1,744
SJO,CR,ATL,ORD,US,1,3275
SJO,CR,FLL,ORD,US,1,178
SJO,CR,,ORD,US,0,9576
SJO,CR,EWR,ORD,US,1,7752
SJO,CR,IAH,PDX,US,1,1672
SJO,CR,,PHL,US,0,256
SJO,CR,IAH,PHL,US,1,608
SJO,CR,,PHL,US,0,992
SJO,CR,,PHX,US,0,1792
SJO,CR,EWR,PHX,US,1,3648
SJO,CR,,PHX,US,0,12896
SJO,CR,IAH,PIT,US,1,4560
SJO,CR,IAH,RDU,US,1,3648
SJO,CR,ORD,ROC,US,1,152
SJO,CR,IAH,SAN,US,1,304
SJO,CR,IAH,SAT,US,1,1976
SJO,CR,EWR,SEA,US,1,8056
SJO,CR,EWR,SFO,US,1,4256
SJO,CR,IAH,SJC,US,1,456
SJO,CR,IAH,SLC,US,1,1790
SJO,CR,IAH,SMF,US,1,760
SJO,CR,IAH,SNA,US,1,152
SJO,CR,IAH,TPA,US,1,1216
FRS,GT,,BZE,BZ,0,4380
GUA,GT,SJO,ADZ,CO,1,5760
GUA,GT,,BOG,CO,0,37310
GUA,GT,,SJO,CR,0,83808
GUA,GT,TGU,SJO,CR,1,1224
GUA,GT,,SJO,CR,0,75436
GUA,GT,SAL,MAD,ES,1,53086
FRS,GT,,GUA,GT,0,24794
FRS,GT,,GUA,GT,0,53352
GUA,GT,,FRS,GT,0,24760
GUA,GT,,FRS,GT,0,53352
GUA,GT,,SAP,HN,0,7174
GUA,GT,,SAP,HN,0,26640
GUA,GT,,SAP,HN,0,17748
GUA,GT,,SAP,HN,0,4698
GUA,GT,,TGU,HN,0,1054
GUA,GT,,TGU,HN,0,25806
GUA,GT,SAP,TGU,HN,1,17748
GUA,GT,,TGU,HN,0,4698
GUA,GT,,CUN,MX,0,8818
GUA,GT,,GDL,MX,0,8788
GUA,GT,,MEX,MX,0,72096
GUA,GT,,MEX,MX,0,117018
GUA,GT,,MGA,NI,0,34430
GUA,GT,,MGA,NI,0,36072
GUA,GT,,PTY,PA,0,155571
GUA,GT,SJO,PTY,PA,1,75436
GUA,GT,,SAL,SV,0,164436
GUA,GT,,SAL,SV,0,53086
GUA,GT,,ATL,US,0,91645
GUA,GT,IAH,AUS,US,1,304
GUA,GT,IAH,BNA,US,1,152
GUA,GT,IAH,BOS,US,1,2888
GUA,GT,IAH,CLE,US,1,152
GUA,GT,IAH,DCA,US,1,608
GUA,GT,IAH,DEN,US,1,2482
GUA,GT,,DFW,US,0,58800
GUA,GT,IAH,DTW,US,1,456
GUA,GT,IAH,EGE,US,1,9120
GUA,GT,,EWR,US,0,17836
GUA,GT,IAH,EWR,US,1,2584
GUA,GT,,FLL,US,0,37255
GUA,GT,IAH,FLL,US,1,2584
GUA,GT,IAH,HDN,US,1,2432
GUA,GT,MIA,IAD,US,1,19800
GUA,GT,,IAD,US,0,5502
GUA,GT,IAH,IAD,US,1,8512
GUA,GT,,IAH,US,0,136310
GUA,GT,,JFK,US,0,2013
GUA,GT,IAH,LAS,US,1,4712
GUA,GT,,LAX,US,0,55200
GUA,GT,,LAX,US,0,67578
GUA,GT,IAH,LAX,US,1,1064
GUA,GT,ATL,LGA,US,1,59890
GUA,GT,IAH,LGA,US,1,608
GUA,GT,IAH,MCO,US,1,1064
GUA,GT,,MIA,US,0,165600
GUA,GT,,MIA,US,0,16226
GUA,GT,IAH,MSY,US,1,304
GUA,GT,IAH,MTJ,US,1,152
GUA,GT,IAH,OKC,US,1,152
GUA,GT,IAH,ORD,US,1,7296
GUA,GT,IAH,PDX,US,1,3192
GUA,GT,IAH,PHL,US,1,1064
GUA,GT,IAH,PHX,US,1,7296
GUA,GT,IAH,RDU,US,1,152
GUA,GT,IAH,RSW,US,1,760
GUA,GT,IAH,SAN,US,1,2280
GUA,GT,IAH,SAT,US,1,3800
GUA,GT,IAH,SEA,US,1,456
GUA,GT,IAH,SFO,US,1,1064
GUA,GT,IAH,SLC,US,1,152
GUA,GT,IAH,SNA,US,1,1672
GUA,GT,IAH,STL,US,1,304
GUA,GT,IAH,TPA,US,1,1216
GUA,GT,IAH,TUL,US,1,152
TGU,HN,MIA,MAO,BR,1,5824
RTB,HN,,BZE,BZ,0,4308
SAP,HN,,BZE,BZ,0,3756
SAP,HN,,SJO,CR,0,22632
TGU,HN,,SJO,CR,0,24840
TGU,HN,,SJO,CR,0,40692
SAP,HN,,HAV,CU,0,630
SAP,HN,,GUA,GT,0,8236
SAP,HN,,GUA,GT,0,26064
SAP,HN,,GUA,GT,0,8874
SAP,HN,,GUA,GT,0,4698
TGU,HN,,GUA,GT,0,26166
TGU,HN,,GUA,GT,0,4698
GJA,HN,,LCE,HN,0,11894
LCE,HN,,GJA,HN,0,10955
LCE,HN,,PEU,HN,0,5008
LCE,HN,,RTB,HN,0,24562
LCE,HN,,SAP,HN,0,6935
LCE,HN,,TGU,HN,0,5528
LCE,HN,,TGU,HN,0,8352
LCE,HN,,TGU,HN,0,21284
LCE,HN,,UII,HN,0,2808
PEU,HN,,LCE,HN,0,5008
PEU,HN,,TGU,HN,0,2808
RTB,HN,,LCE,HN,0,23360
RTB,HN,,SAP,HN,0,23904
RTB,HN,,SAP,HN,0,11268
RTB,HN,UII,SAP,HN,1,936
RTB,HN,,SAP,HN,0,13140
RTB,HN,,TGU,HN,0,11268
RTB,HN,,TGU,HN,0,7506
RTB,HN,,UII,HN,0,936
SAP,HN,,LCE,HN,0,6570
SAP,HN,,RTB,HN,0,23904
SAP,HN,,RTB,HN,0,10854
SAP,HN,UII,RTB,HN,1,936
SAP,HN,,RTB,HN,0,6570
SAP,HN,,TGU,HN,0,51484
SAP,HN,,TGU,HN,0,22446
SAP,HN,RTB,TGU,HN,1,6156
SAP,HN,,UII,HN,0,936
TGU,HN,,LCE,HN,0,5528
TGU,HN,,LCE,HN,0,8352
TGU,HN,,LCE,HN,0,23052
TGU,HN,,PEU,HN,0,2808
TGU,HN,,RTB,HN,0,11268
TGU,HN,,RTB,HN,0,5634
TGU,HN,,SAP,HN,0,50476
TGU,HN,,SAP,HN,0,13572
TGU,HN,RTB,SAP,HN,1,6570
UII,HN,,LCE,HN,0,2808
UII,HN,,RTB,HN,0,936
UII,HN,,SAP,HN,0,936
LCE,HN,,GCM,KY,0,14274
LCE,HN,,GCM,KY,0,5200
SAP,HN,,MEX,MX,0,27970
SAP,HN,,PTY,PA,0,29886
SAP,HN,SJO,PTY,PA,1,22632
TGU,HN,,PTY,PA,0,51429
TGU,HN,SJO,PTY,PA,1,40692
RTB,HN,,SAL,SV,0,27288
SAP,HN,,SAL,SV,0,104344
TGU,HN,,SAL,SV,0,97576
RTB,HN,,ATL,US,0,9825
RTB,HN,IAH,ATL,US,1,3630
RTB,HN,IAH,AUS,US,1,1792
RTB,HN,IAH,BOS,US,1,152
RTB,HN,IAH,BWI,US,1,760
RTB,HN,IAH,CLE,US,1,623
