Org,Org Country,Via,Dst,Dst Country,Stops,Seats_total
TLC,MX,,FLL,US,0,18035
TLC,MX,IAH,FLL,US,1,145
TLC,MX,,IAH,US,0,7414
TLC,MX,,LAS,US,0,15900
TLC,MX,,SAT,US,0,9022
TRC,MX,IAH,BHM,US,1,250
TRC,MX,IAH,CAE,US,1,50
TRC,MX,IAH,CLT,US,1,50
TRC,MX,,DFW,US,0,19558
TRC,MX,IAH,GPT,US,1,50
TRC,MX,IAH,GSP,US,1,150
TRC,MX,IAH,HSV,US,1,50
TRC,MX,,IAH,US,0,18150
TRC,MX,IAH,ICT,US,1,100
TRC,MX,IAH,IND,US,1,300
TRC,MX,IAH,LEX,US,1,150
TRC,MX,IAH,LIT,US,1,800
TRC,MX,IAH,MAF,US,1,750
TRC,MX,IAH,MCI,US,1,150
TRC,MX,IAH,MEM,US,1,50
TRC,MX,IAH,MKE,US,1,1350
TRC,MX,IAH,RDU,US,1,100
TRC,MX,IAH,TUL,US,1,50
TRC,MX,IAH,TYS,US,1,700
TRC,MX,IAH,XNA,US,1,200
UPN,MX,,LAX,US,0,9222
VER,MX,IAH,AEX,US,1,50
VER,MX,IAH,ATL,US,1,50
VER,MX,IAH,BHM,US,1,300
VER,MX,IAH,BTR,US,1,100
VER,MX,IAH,CLE,US,1,50
VER,MX,IAH,CVG,US,1,50
VER,MX,IAH,DSM,US,1,50
VER,MX,IAH,ELP,US,1,50
VER,MX,IAH,GPT,US,1,200
VER,MX,IAH,GRK,US,1,1100
VER,MX,IAH,HOB,US,1,900
VER,MX,IAH,HRL,US,1,1000
VER,MX,IAH,HSV,US,1,1000
VER,MX,IAH,IAD,US,1,50
VER,MX,,IAH,US,0,37100
VER,MX,IAH,ICT,US,1,2950
VER,MX,IAH,LCH,US,1,350
VER,MX,IAH,LEX,US,1,350
VER,MX,IAH,LIT,US,1,300
VER,MX,IAH,MAF,US,1,200
VER,MX,IAH,MCI,US,1,2650
VER,MX,IAH,MEM,US,1,200
VER,MX,IAH,MKE,US,1,200
VER,MX,IAH,MOB,US,1,150
VER,MX,IAH,MSP,US,1,150
VER,MX,IAH,MTJ,US,1,2300
VER,MX,IAH,OKC,US,1,300
VER,MX,IAH,PBI,US,1,50
VER,MX,IAH,PIT,US,1,200
VER,MX,IAH,PNS,US,1,850
VER,MX,IAH,SHV,US,1,100
VER,MX,IAH,STL,US,1,300
VER,MX,IAH,TUL,US,1,450
VER,MX,IAH,TYR,US,1,50
VER,MX,IAH,VPS,US,1,100
VER,MX,IAH,XNA,US,1,300
VSA,MX,IAH,AMA,US,1,50
VSA,MX,IAH,ASE,US,1,132
VSA,MX,IAH,BHM,US,1,728
VSA,MX,IAH,CAE,US,1,50
VSA,MX,IAH,CLT,US,1,396
VSA,MX,IAH,CVG,US,1,726
VSA,MX,IAH,DTW,US,1,66
VSA,MX,IAH,ELP,US,1,1436
VSA,MX,IAH,GRR,US,1,66
VSA,MX,MEX,IAH,US,1,42865
VSA,MX,,IAH,US,0,21612
VSA,MX,IAH,LFT,US,1,150
VSA,MX,IAH,MAF,US,1,116
VSA,MX,IAH,MEM,US,1,1024
VSA,MX,IAH,MKE,US,1,462
VSA,MX,IAH,MSP,US,1,330
VSA,MX,IAH,OKC,US,1,66
VSA,MX,IAH,ORF,US,1,1470
VSA,MX,IAH,PBI,US,1,1174
VSA,MX,IAH,PIT,US,1,132
VSA,MX,IAH,RDU,US,1,450
VSA,MX,IAH,SAT,US,1,1100
VSA,MX,IAH,SAV,US,1,50
VSA,MX,IAH,SHV,US,1,50
VSA,MX,IAH,TUS,US,1,66
ZCL,MX,,DFW,US,0,7344
ZCL,MX,,LAX,US,0,30204
ZCL,MX,,MDW,US,0,23000
ZIH,MX,IAH,ATL,US,1,120
ZIH,MX,,DEN,US,0,1380
ZIH,MX,IAH,DEN,US,1,138
ZIH,MX,,DFW,US,0,3112
ZIH,MX,PHX,DTW,US,1,512
ZIH,MX,IAH,FLL,US,1,2110
ZIH,MX,,IAH,US,0,18419
ZIH,MX,,LAX,US,0,36036
ZIH,MX,,LAX,US,0,14560
ZIH,MX,PHX,LAX,US,1,744
ZIH,MX,IAH,LFT,US,1,4100
ZIH,MX,IAH,LRD,US,1,150
ZIH,MX,IAH,MCO,US,1,258
ZIH,MX,,MSP,US,0,5952
ZIH,MX,,MSP,US,0,6138
ZIH,MX,IAH,OMA,US,1,480
ZIH,MX,,ORD,US,0,287
ZIH,MX,IAH,PHL,US,1,120
ZIH,MX,,PHX,US,0,2176
ZIH,MX,,PHX,US,0,6591
ZIH,MX,IAH,PIA,US,1,250
ZIH,MX,IAH,SAN,US,1,138
ZIH,MX,IAH,SFO,US,1,364
ZIH,MX,IAH,SJC,US,1,654
ZIH,MX,IAH,TUL,US,1,50
ZIH,MX,IAH,VPS,US,1,100
ZLO,MX,IAH,ATL,US,1,100
ZLO,MX,IAH,CVG,US,1,3000
ZLO,MX,IAH,DFW,US,1,150
ZLO,MX,,IAH,US,0,7500
ZLO,MX,IAH,JAX,US,1,50
ZLO,MX,,LAX,US,0,19044
ZLO,MX,,LAX,US,0,6350
ZLO,MX,IAH,LIT,US,1,150
ZLO,MX,IAH,LRD,US,1,50
ZLO,MX,IAH,MKE,US,1,50
ZLO,MX,,MSP,US,0,1512
ZLO,MX,,MSP,US,0,1764
ZLO,MX,,PHX,US,0,172
ZLO,MX,,PHX,US,0,1820
ZLO,MX,IAH,PIA,US,1,100
ZLO,MX,IAH,PNS,US,1,100
ZLO,MX,IAH,SAT,US,1,50
MEX,MX,,CCS,VE,0,39721
MGA,NI,,YUL,CA,0,189
ECI,NI,,LIR,CR,0,160
MGA,NI,,SJO,CR,0,3124
MGA,NI,,SJO,CR,0,83274
MGA,NI,,SJO,CR,0,28320
MGA,NI,,HAV,CU,0,952
MGA,NI,SAP,HAV,CU,1,2584
MGA,NI,,HAV,CU,0,630
MGA,NI,SAP,HAV,CU,1,420
MGA,NI,,GUA,GT,0,34430
MGA,NI,,GUA,GT,0,36072
MGA,NI,,MEX,MX,0,32387
MGA,NI,,PTY,PA,0,137078
MGA,NI,SJO,PTY,PA,1,76067
MGA,NI,,PTY,PA,0,3822
MGA,NI,,SAL,SV,0,27072
MGA,NI,,SAL,SV,0,97074
MGA,NI,,ATL,US,0,52626
MGA,NI,IAH,ATL,US,1,334
MGA,NI,IAH,AUS,US,1,167
MGA,NI,IAH,BNA,US,1,167
MGA,NI,IAH,BOS,US,1,1154
MGA,NI,IAH,BWI,US,1,167
MGA,NI,IAH,CLE,US,1,501
MGA,NI,IAH,DCA,US,1,9669
MGA,NI,IAH,DEN,US,1,8080
MGA,NI,,DFW,US,0,4480
MGA,NI,IAH,DFW,US,1,501
MGA,NI,IAH,DTW,US,1,167
MGA,NI,IAH,EWR,US,1,7091
MGA,NI,DFW,FLL,US,1,2300
MGA,NI,,FLL,US,0,41669
MGA,NI,IAH,IAD,US,1,3340
MGA,NI,,IAH,US,0,14499
MGA,NI,,IAH,US,0,125357
MGA,NI,IAH,LAS,US,1,972
MGA,NI,,LAX,US,0,2720
MGA,NI,ATL,LAX,US,1,40152
MGA,NI,IAH,LAX,US,1,15618
MGA,NI,IAH,LGA,US,1,653
MGA,NI,IAH,MCO,US,1,4115
MGA,NI,,MIA,US,0,154800
MGA,NI,,MIA,US,0,61564
MGA,NI,IAH,MSY,US,1,501
MGA,NI,IAH,ORD,US,1,820
MGA,NI,IAH,PHL,US,1,3599
MGA,NI,IAH,PHX,US,1,167
MGA,NI,IAH,RDU,US,1,456
MGA,NI,IAH,SAT,US,1,167
MGA,NI,IAH,SDF,US,1,167
MGA,NI,IAH,SEA,US,1,1321
MGA,NI,IAH,SFO,US,1,6286
MGA,NI,IAH,SLC,US,1,152
MGA,NI,IAH,TPA,US,1,987
MGA,NI,,CCS,VE,0,1274
PTY,PA,,COR,AR,0,56575
PTY,PA,,EZE,AR,0,137330
PTY,PA,,AUA,AW,0,30000
PTY,PA,,AUA,AW,0,50723
PTY,PA,,VVI,BO,0,79608
PTY,PA,,BSB,BR,0,77500
PTY,PA,,CNF,BR,0,50530
PTY,PA,,GIG,BR,0,132060
PTY,PA,,GRU,BR,0,215140
PTY,PA,,MAO,BR,0,34640
PTY,PA,,POA,BR,0,50685
PTY,PA,,REC,BR,0,28241
PTY,PA,,VCP,BR,0,43555
PTY,PA,,NAS,BS,0,22451
PTY,PA,,BZE,BZ,0,658
PTY,PA,,YUL,CA,0,32395
PTY,PA,,YUL,CA,0,5980
PTY,PA,,YYZ,CA,0,17664
PTY,PA,,YYZ,CA,0,40424
PTY,PA,,YYZ,CA,0,3150
PTY,PA,,SCL,CL,0,267220
BLB,PA,,BOG,CO,0,45300
BLB,PA,,MDE,CO,0,41850
PAC,PA,,MDE,CO,0,35440
PTY,PA,,ADZ,CO,0,46728
PTY,PA,,BAQ,CO,0,64324
PTY,PA,,BGA,CO,0,31396
PTY,PA,,BOG,CO,0,154014
PTY,PA,,BOG,CO,0,324267
PTY,PA,,CLO,CO,0,137856
PTY,PA,,CTG,CO,0,91721
PTY,PA,,CUC,CO,0,25004
PTY,PA,,MDE,CO,0,238279
PTY,PA,,PEI,CO,0,54672
BOC,PA,,SJO,CR,0,5808
DAV,PA,,SJO,CR,0,7800
PAC,PA,,SJO,CR,0,17040
PTY,PA,,LIR,CR,0,10585
PTY,PA,,SJO,CR,0,108182
PTY,PA,,SJO,CR,0,382061
PTY,PA,,HAV,CU,0,319289
PTY,PA,,SNU,CU,0,13197
PTY,PA,,CUR,CW,0,20890
PTY,PA,SDQ,FRA,DE,1,14040
PTY,PA,,PUJ,DO,0,193756
PTY,PA,,SDQ,DO,0,264804
PTY,PA,,STI,DO,0,24440
PTY,PA,BOG,GYE,EC,1,40444
PTY,PA,,GYE,EC,0,212966
PTY,PA,BOG,UIO,EC,1,75480
PTY,PA,,UIO,EC,0,216599
PTY,PA,,MAD,ES,0,94040
PTY,PA,,CDG,FR,0,63288
PTY,PA,,GUA,GT,0,155510
PTY,PA,SJO,GUA,GT,1,75591
PTY,PA,,GEO,GY,0,15135
PTY,PA,,SAP,HN,0,29792
PTY,PA,SJO,SAP,HN,1,22632
PTY,PA,,TGU,HN,0,40692
PTY,PA,SJO,TGU,HN,1,51429
PTY,PA,,PAP,HT,0,25717
PTY,PA,,KIN,JM,0,21119
PTY,PA,,MBJ,JM,0,23799
PTY,PA,,GCM,KY,0,244
PTY,PA,,CUN,MX,0,317690
PTY,PA,,GDL,MX,0,35336
PTY,PA,,MEX,MX,0,28912
PTY,PA,,MEX,MX,0,266724
PTY,PA,,MTY,MX,0,24774
PTY,PA,,PBC,MX,0,8114
PTY,PA,,VSA,MX,0,6110
PTY,PA,,MGA,NI,0,137078
PTY,PA,SJO,MGA,NI,1,41637
PTY,PA,,MGA,NI,0,3822
PTY,PA,,AMS,NL,0,128803
ACU,PA,,PAC,PA,0,2920
BFQ,PA,,JQE,PA,0,832
BOC,PA,,CHX,PA,0,9550
BOC,PA,CHX,DAV,PA,1,7900
BOC,PA,,PAC,PA,0,40050
CHX,PA,,BOC,PA,0,33450
CHX,PA,,DAV,PA,0,7900
CZJ,PA,,PVE,PA,0,1208
DAV,PA,CHX,BOC,PA,1,7900
DAV,PA,,CHX,PA,0,7900
DAV,PA,,PAC,PA,0,93458
DAV,PA,,PTY,PA,0,75160
JQE,PA,,PAC,PA,0,872
MPP,PA,,PAC,PA,0,1256
OGM,PA,,MPP,PA,0,1256
OTD,PA,,SIC,PA,0,3290
PAC,PA,PYC,ACU,PA,1,2920
PAC,PA,,BFQ,PA,0,832
PAC,PA,,BOC,PA,0,10400
PAC,PA,CHX,BOC,PA,1,29500
PAC,PA,,CHX,PA,0,29500
PAC,PA,BOC,CHX,PA,1,1650
PAC,PA,,CZJ,PA,0,1208
PAC,PA,,DAV,PA,0,95908
PAC,PA,BFQ,JQE,PA,1,832
PAC,PA,OGM,MPP,PA,1,1256
PAC,PA,,OGM,PA,0,1256
PAC,PA,,OTD,PA,0,4322
PAC,PA,,PDM,PA,0,2076
PAC,PA,,PUE,PA,0,6935
PAC,PA,CZJ,PVE,PA,1,1208
PAC,PA,,PYC,PA,0,2920
PAC,PA,OTD,SIC,PA,1,3290
PTY,PA,,DAV,PA,0,75160
PUE,PA,,PAC,PA,0,6935
PVE,PA,,PAC,PA,0,1208
PYC,PA,,ACU,PA,0,2920
PTY,PA,,IQT,PE,0,7141
PTY,PA,,LIM,PE,0,262107
PTY,PA,,SJU,PR,0,108860
PTY,PA,,LIS,PT,0,40502
PTY,PA,,ASU,PY,0,85467
PTY,PA,,SAL,SV,0,55576
PTY,PA,,SAL,SV,0,75132
PTY,PA,,SXM,SX,0,28908
PTY,PA,,POS,TT,0,60303
PTY,PA,DEN,ABQ,US,1,118
PTY,PA,,ATL,US,0,58400
PTY,PA,IAH,ATL,US,1,11858
PTY,PA,IAH,AUS,US,1,835
PTY,PA,,BOS,US,0,44175
PTY,PA,DEN,BOS,US,1,4763
PTY,PA,IAH,CLE,US,1,3431
PTY,PA,IAH,DCA,US,1,167
PTY,PA,,DEN,US,0,25876
PTY,PA,EWR,DEN,US,1,1716
PTY,PA,,DFW,US,0,18050
PTY,PA,DEN,DFW,US,1,619
PTY,PA,DEN,DSM,US,1,118
PTY,PA,,EWR,US,0,86041
PTY,PA,IAH,EWR,US,1,3224
PTY,PA,,FLL,US,0,32271
PTY,PA,,FLL,US,0,28640
PTY,PA,DEN,GRR,US,1,1298
PTY,PA,,IAD,US,0,104377
PTY,PA,IAH,IAD,US,1,6332
PTY,PA,,IAH,US,0,129604
PTY,PA,DEN,IAH,US,1,3658
PTY,PA,,JFK,US,0,172112
PTY,PA,,LAS,US,0,81809
PTY,PA,IAH,LAS,US,1,3345
PTY,PA,,LAX,US,0,172670
PTY,PA,IAH,LAX,US,1,1767
PTY,PA,DEN,LGA,US,1,826
PTY,PA,,MCO,US,0,245706
PTY,PA,IAH,MCO,US,1,10572
PTY,PA,,MIA,US,0,161246
PTY,PA,,MIA,US,0,289633
PTY,PA,DEN,MSP,US,1,285
PTY,PA,,MSY,US,0,13578
PTY,PA,IAH,MSY,US,1,2505
PTY,PA,,ORD,US,0,61039
PTY,PA,ATL,ORD,US,1,56800
PTY,PA,IAH,ORD,US,1,2692
PTY,PA,EWR,PDX,US,1,2289
PTY,PA,IAH,PHL,US,1,4282
PTY,PA,IAH,PHX,US,1,987
PTY,PA,EWR,SAN,US,1,1160
PTY,PA,IAH,SEA,US,1,1261
PTY,PA,,SFO,US,0,16430
PTY,PA,IAH,SFO,US,1,12872
PTY,PA,DEN,SJC,US,1,118
PTY,PA,IAH,SMF,US,1,4494
PTY,PA,IAH,SNA,US,1,1169
PTY,PA,,TPA,US,0,27276
PTY,PA,IAH,TPA,US,1,1185
PTY,PA,,MVD,UY,0,88970
OTD,PA,,SCI,VE,0,1032
PAC,PA,OTD,SCI,VE,1,1032
PTY,PA,,BLA,VE,0,30354
PTY,PA,,CCS,VE,0,160657
PTY,PA,,CCS,VE,0,64792
PTY,PA,,CCS,VE,0,51606
PTY,PA,,MAR,VE,0,54321
PTY,PA,,VLN,VE,0,48174
SAL,SV,,BZE,BZ,0,36300
SAL,SV,,YYZ,CA,0,48428
SAL,SV,,BOG,CO,0,125590
SAL,SV,,CLO,CO,0,34300
SAL,SV,,MDE,CO,0,40044
SAL,SV,,LIR,CR,0,14472
SAL,SV,,SJO,CR,0,211294
SAL,SV,MGA,SJO,CR,1,27096
SAL,SV,,HAV,CU,0,42318
SAL,SV,,GYE,EC,0,39580
SAL,SV,,UIO,EC,0,45676
SAL,SV,,MAD,ES,0,53086
SAL,SV,,GUA,GT,0,164390
SAL,SV,,RTB,HN,0,27288
SAL,SV,,SAP,HN,0,103138
SAL,SV,,TGU,HN,0,97360
SAL,SV,,CUN,MX,0,49182
SAL,SV,,MEX,MX,0,37973
SAL,SV,,MEX,MX,0,79508
SAL,SV,,MGA,NI,0,27096
SAL,SV,,MGA,NI,0,97078
SAL,SV,,PTY,PA,0,55576
SAL,SV,,PTY,PA,0,75102
SAL,SV,,LIM,PE,0,126970
SAL,SV,,ATL,US,0,49430
SAL,SV,IAH,BOS,US,1,927
SAL,SV,IAH,BWI,US,1,1124
SAL,SV,ATL,DCA,US,1,47854
SAL,SV,IAH,DCA,US,1,1109
SAL,SV,IAH,DEN,US,1,7110
SAL,SV,,DFW,US,0,33776
SAL,SV,,DFW,US,0,26080
SAL,SV,IAH,DFW,US,1,152
SAL,SV,IAH,DTW,US,1,471
SAL,SV,,EWR,US,0,3450
SAL,SV,,EWR,US,0,10488
SAL,SV,IAH,EWR,US,1,304
SAL,SV,,FLL,US,0,22320
SAL,SV,,IAD,US,0,127204
SAL,SV,IAH,IAD,US,1,456
SAL,SV,,IAH,US,0,37564
SAL,SV,,IAH,US,0,17854
SAL,SV,,IAH,US,0,135289
SAL,SV,,JFK,US,0,109030
SAL,SV,SAP,JFK,US,1,13842
SAL,SV,IAH,LAS,US,1,456
SAL,SV,,LAX,US,0,194298
SAL,SV,,LAX,US,0,52000
SAL,SV,IAH,LAX,US,1,152
SAL,SV,IAH,LGA,US,1,1064
SAL,SV,IAH,MCO,US,1,1064
SAL,SV,,MIA,US,0,63092
SAL,SV,,MIA,US,0,49048
SAL,SV,GUA,MIA,US,1,51480
SAL,SV,MGA,MIA,US,1,61564
SAL,SV,IAH,MSY,US,1,4605
SAL,SV,IAH,OKC,US,1,912
SAL,SV,,ORD,US,0,34340
SAL,SV,IAH,ORD,US,1,11794
SAL,SV,IAH,PDX,US,1,152
SAL,SV,IAH,PHX,US,1,152
SAL,SV,IAH,PIT,US,1,608
SAL,SV,IAH,SAN,US,1,760
SAL,SV,IAH,SAT,US,1,26065
SAL,SV,IAH,SEA,US,1,1368
SAL,SV,,SFO,US,0,86280
SAL,SV,IAH,SFO,US,1,456
SAL,SV,IAH,SLC,US,1,608
SAL,SV,IAH,SNA,US,1,760
SAL,SV,IAH,TPA,US,1,167
