Period,Org,Org Country,Via,Dst,Dst Country,Mkt Car,Stops,Seats,Miles,Blktm,Departures,Seats_total,Remove,ASMs
2015,BSB,BR,"",SDU,BR,JJ,0,144,576,103,2098,301732,,173797632
2015,BSB,BR,"",SDU,BR,O6,0,123,576,111,1399,171828,,98972928
2015,BSB,BR,"",SJK,BR,JJ,0,145,525,95,148,21444,,11258100
2015,BSB,BR,"",SJP,BR,JJ,0,149,355,78,278,41390,,14693450
2015,BSB,BR,"",SLZ,BR,G3,0,168,950,161,733,123180,,117021000
2015,BSB,BR,IMP,SLZ,BR,G3,1,154,950,198,354,54486,,51761700
2015,BSB,BR,"",SLZ,BR,JJ,0,176,950,140,536,94430,,89708500
2015,BSB,BR,IMP,SLZ,BR,JJ,1,164,950,212,304,49866,,47372700
2015,BSB,BR,BRA,SSA,BR,2Z,1,72,673,229,537,38664,,26020872
2015,BSB,BR,"",SSA,BR,AD,0,118,673,116,2,236,,158828
2015,BSB,BR,BRA,SSA,BR,AD,1,82,673,243,216,17808,,11984784
2015,BSB,BR,"",SSA,BR,G3,0,169,673,128,1030,173618,,116844914
2015,BSB,BR,"",SSA,BR,JJ,0,177,673,115,1580,279240,,187928520
2015,BSB,BR,"",SSA,BR,O6,0,150,673,131,707,105929,,71290217
2015,BSB,BR,IOS,SSA,BR,O6,1,123,673,189,357,43816,,29488168
2015,BSB,BR,"",STM,BR,JJ,0,164,1039,169,220,36042,,37447638
2015,BSB,BR,BEL,STM,BR,JJ,1,167,1039,273,227,37836,,39311604
2015,BSB,BR,MAO,TFF,BR,AD,1,118,1430,308,46,5428,,7762040
2015,BSB,BR,"",THE,BR,AD,0,118,823,138,197,23246,,19131458
2015,BSB,BR,"",THE,BR,G3,0,160,823,140,973,155998,,128386354
2015,BSB,BR,"",THE,BR,JJ,0,165,823,132,639,105714,,87002622
2015,BSB,BR,"",UDI,BR,AD,0,70,208,75,94,6580,,1368640
2015,BSB,BR,"",UDI,BR,JJ,0,147,208,57,293,42964,,8936512
2015,BSB,BR,"",VCP,BR,AD,0,117,495,102,1808,210656,,104274720
2015,BSB,BR,"",VCP,BR,G3,0,166,495,109,634,105492,,52218540
2015,BSB,BR,"",VCP,BR,JJ,0,166,495,93,1101,182934,,90552330
2015,BSB,BR,"",VDC,BR,2Z,0,72,475,113,86,6192,,2941200
2015,BSB,BR,"",VIX,BR,G3,0,153,585,109,110,16880,,9874800
2015,BSB,BR,"",VIX,BR,JJ,0,164,585,100,751,123420,,72200700
2015,BSB,BR,FLN,XAP,BR,O6,1,162,835,235,156,25230,,21067050
2015,BVB,BR,"",BSB,BR,G3,0,144,1558,215,2,288,,448704
2015,BVB,BR,MAO,BSB,BR,G3,1,170,1558,304,361,61344,,95573952
2015,BVB,BR,"",BSB,BR,JJ,0,165,1558,239,263,43386,,67595388
2015,BVB,BR,MAO,BSB,BR,JJ,1,170,1558,291,48,8172,,12731976
2015,BVB,BR,MAO,CNF,BR,AD,1,118,1921,333,208,24544,,47149024
2015,BVB,BR,MAO,GIG,BR,JJ,1,165,2125,349,206,34080,,72420000
2015,BVB,BR,MAO,GRU,BR,JJ,1,169,2049,340,50,8466,,17346834
2015,BVB,BR,"",MAO,BR,AD,0,118,407,80,361,42598,,17337386
2015,BVB,BR,"",MAO,BR,G3,0,170,407,80,361,61344,,24967008
2015,BVB,BR,"",MAO,BR,JJ,0,167,407,79,304,50718,,20642226
2015,BVB,BR,MAO,VCP,BR,AD,1,118,2003,342,113,13334,,26708002
2015,BVH,BR,"",CGB,BR,AD,0,70,335,96,412,28840,,9661400
2015,BYO,BR,"",VCP,BR,AD,0,70,608,151,104,7280,,4426240
2015,CAC,BR,"",CWB,BR,AD,0,70,272,77,906,63420,,17250240
2015,CAC,BR,"",DOU,BR,2Z,0,72,213,61,293,21096,,4493448
2015,CAC,BR,"",GRU,BR,2Z,0,72,456,131,630,45360,,20684160
2015,CAC,BR,DOU,GRU,BR,2Z,1,72,456,215,186,13392,,6106752
2015,CAC,BR,"",GRU,BR,AD,0,70,456,137,153,10710,,4883760
2015,CAC,BR,"",VCP,BR,AD,0,70,424,121,750,52500,,22260000
2015,CAW,BR,"",CFB,BR,AD,0,70,98,45,141,9870,,967260
2015,CAW,BR,CFB,CNF,BR,AD,1,70,223,157,72,5040,,1123920
2015,CAW,BR,"",GIG,BR,AD,0,70,145,70,474,33180,,4811100
2015,CAW,BR,"",SDU,BR,AD,0,70,145,62,129,9030,,1309350
2015,CAW,BR,CFB,VCP,BR,AD,1,70,383,173,69,4830,,1849890
2015,CCM,BR,"",VCP,BR,AD,0,70,419,115,659,46130,,19328470
2015,CFB,BR,"",CAW,BR,AD,0,70,98,36,141,9870,,967260
2015,CFB,BR,"",CNF,BR,AD,0,82,257,78,241,19810,,5091170
2015,CFB,BR,"",PLU,BR,AD,0,70,243,79,93,6510,,1581930
2015,CFB,BR,"",VCP,BR,AD,0,70,322,103,70,4900,,1577800
2015,CFC,BR,JCB,ERM,BR,NHG,1,19,101,75,179,3401,,343501
2015,CFC,BR,"",JCB,BR,NHG,0,19,46,25,179,3401,,156446
2015,CGB,BR,"",AFL,BR,AD,0,98,400,83,488,48020,,19208000
2015,CGB,BR,OPS,BSB,BR,2Z,1,72,545,265,53,3816,,2079720
2015,CGB,BR,"",BSB,BR,AD,0,118,545,99,380,44840,,24437800
2015,CGB,BR,"",BSB,BR,G3,0,168,545,94,811,136050,,74147250
2015,CGB,BR,"",BSB,BR,JJ,0,165,545,97,948,156516,,85301220
2015,CGB,BR,"",BSB,BR,O6,0,118,545,99,349,41294,,22505230
2015,CGB,BR,"",BVH,BR,AD,0,70,335,96,412,28840,,9661400
2015,CGB,BR,"",CGH,BR,AD,0,106,825,150,3,318,,262350
2015,CGB,BR,"",CGH,BR,G3,0,165,825,126,562,92810,,76568250
2015,CGB,BR,"",CGH,BR,JJ,0,166,825,137,316,52410,,43238250
2015,CGB,BR,"",CGR,BR,AD,0,86,345,88,483,41706,,14388570
2015,CGB,BR,"",CGR,BR,G3,0,169,345,65,366,62012,,21394140
2015,CGB,BR,"",CGR,BR,O6,0,114,345,66,527,60044,,20715180
2015,CGB,BR,"",CNF,BR,AD,0,116,845,136,383,44294,,37428430
2015,CGB,BR,BSB,CNF,BR,AD,1,118,845,209,232,27376,,23132720
2015,CGB,BR,LDB,CWB,BR,AD,1,105,815,196,530,55436,,45180340
2015,CGB,BR,"",CWB,BR,G3,0,157,815,135,2,314,,255910
2015,CGB,BR,CGR,CWB,BR,G3,1,170,815,180,2,340,,277100
2015,CGB,BR,"",FOR,BR,G3,0,170,1450,210,7,1190,,1725500
2015,CGB,BR,VCP,GIG,BR,AD,1,118,973,239,296,34928,,33984944
2015,CGB,BR,"",GIG,BR,G3,0,169,973,158,199,33596,,32688908
2015,CGB,BR,"",GRU,BR,AD,0,118,825,146,751,88246,,72802950
2015,CGB,BR,"",GRU,BR,G3,0,163,825,135,1130,184586,,152283450
2015,CGB,BR,"",GRU,BR,JJ,0,166,825,141,631,104800,,86460000
2015,CGB,BR,"",GRU,BR,O6,0,112,825,144,647,72295,,59643375
2015,CGB,BR,"",GYN,BR,2Z,0,72,462,132,362,26064,,12041568
2015,CGB,BR,"",GYN,BR,AD,0,109,462,83,680,74228,,34293336
2015,CGB,BR,"",IGU,BR,AD,0,96,694,129,199,19018,,13198492
2015,CGB,BR,"",JPR,BR,AD,0,70,506,139,321,22470,,11369820
2015,CGB,BR,"",LDB,BR,AD,0,107,622,105,312,33264,,20690208
2015,CGB,BR,PVH,MAO,BR,AD,1,117,911,237,40,4672,,4256192
2015,CGB,BR,PVH,MAO,BR,G3,1,170,911,217,360,61200,,55753200
2015,CGB,BR,"",MGF,BR,AD,0,90,602,126,304,27244,,16400888
2015,CGB,BR,CGR,MGF,BR,AD,1,70,602,210,124,8680,,5225360
2015,CGB,BR,CGR,MGF,BR,G3,1,169,602,157,364,61672,,37126544
2015,CGB,BR,"",OAL,BR,AD,0,107,463,84,317,34034,,15757742
2015,CGB,BR,"",OPS,BR,2Z,0,72,262,69,411,29592,,7753104
2015,CGB,BR,"",OPS,BR,AD,0,118,262,59,715,84082,,22029484
2015,CGB,BR,GYN,PLU,BR,AD,1,70,850,245,1,70,,59500
2015,CGB,BR,MGF,POA,BR,AD,1,95,1038,246,331,31450,,32645100
2015,CGB,BR,"",PPB,BR,AD,0,70,544,138,187,13090,,7120960
2015,CGB,BR,"",PVH,BR,AD,0,116,711,117,880,102016,,72533376
2015,CGB,BR,"",PVH,BR,G3,0,170,711,105,364,61880,,43996680
2015,CGB,BR,"",RAO,BR,AD,0,70,665,165,81,5670,,3770550
2015,CGB,BR,PVH,RBR,BR,AD,1,117,887,207,312,36504,,32379048
2015,CGB,BR,"",ROO,BR,AD,0,70,113,51,448,31360,,3543680
2015,CGB,BR,GYN,SDU,BR,AD,1,108,981,219,508,55096,,54049176
2015,CGB,BR,BSB,SDU,BR,G3,1,167,981,251,313,52404,,51408324
2015,CGB,BR,"",SJP,BR,AD,0,70,566,144,345,24150,,13668900
2015,CGB,BR,GYN,UDI,BR,2Z,1,72,566,226,362,26064,,14752224
2015,CGB,BR,"",VCP,BR,AD,0,116,774,125,1618,187540,,145155960
2015,CGH,BR,"",BPS,BR,AD,0,118,698,122,43,5062,,3533276
2015,CGH,BR,"",BPS,BR,G3,0,167,698,112,82,13654,,9530492
2015,CGH,BR,"",BPS,BR,JJ,0,144,698,114,12,1728,,1206144
2015,CGH,BR,"",BSB,BR,G3,0,164,541,104,3872,633202,,342562282
2015,CGH,BR,"",BSB,BR,JJ,0,162,541,108,4027,651762,,352603242
2015,CGH,BR,"",BSB,BR,O6,0,150,541,111,1759,263410,,142504810
2015,CGH,BR,"",CGB,BR,AD,0,106,825,143,3,318,,262350
2015,CGH,BR,"",CGB,BR,G3,0,167,825,138,563,94254,,77759550
2015,CGH,BR,"",CGB,BR,JJ,0,166,825,130,317,52566,,43366950
2015,CGH,BR,"",CGR,BR,G3,0,165,557,100,362,59798,,33307486
2015,CGH,BR,"",CGR,BR,JJ,0,151,557,106,673,101566,,56572262
2015,CGH,BR,"",CLV,BR,G3,0,144,426,83,108,15552,,6625152
2015,CGH,BR,"",CNF,BR,AD,0,118,324,78,1724,203360,,65888640
2015,CGH,BR,"",CNF,BR,G3,0,161,324,77,3733,599328,,194182272
2015,CGH,BR,"",CNF,BR,JJ,0,151,324,71,3220,486948,,157771152
2015,CGH,BR,"",CWB,BR,AD,0,118,205,69,1277,150686,,30890630
2015,CGH,BR,"",CWB,BR,G3,0,161,205,62,2871,462824,,94878920
2015,CGH,BR,"",CWB,BR,JJ,0,155,205,61,3071,476786,,97741130
2015,CGH,BR,"",CWB,BR,NHG,0,19,205,82,179,3401,,697205
2015,CGH,BR,"",CXJ,BR,G3,0,144,475,90,620,89280,,42408000
2015,CGH,BR,"",FLN,BR,G3,0,157,303,73,2159,338430,,102544290
2015,CGH,BR,"",FLN,BR,JJ,0,151,303,71,1641,247356,,74948868
2015,CGH,BR,"",FLN,BR,O6,0,132,303,70,100,13153,,3985359
2015,CGH,BR,"",GIG,BR,G3,0,162,224,62,2290,371100,,83126400
2015,CGH,BR,"",GIG,BR,JJ,0,163,224,62,1170,190950,,42772800
2015,CGH,BR,"",GIG,BR,O6,0,124,224,71,703,86904,,19466496
2015,CGH,BR,"",GYN,BR,G3,0,160,511,97,1472,234874,,120020614
2015,CGH,BR,"",GYN,BR,JJ,0,162,511,100,1603,258896,,132295856
2015,CGH,BR,"",IGU,BR,G3,0,165,510,95,388,63854,,32565540
2015,CGH,BR,CWB,IGU,BR,G3,1,163,510,168,358,58286,,29725860
2015,CGH,BR,"",IGU,BR,JJ,0,154,510,99,413,63514,,32392140
2015,CGH,BR,"",IOS,BR,AD,0,118,785,120,27,3186,,2501010
2015,CGH,BR,"",IOS,BR,G3,0,144,785,115,58,8352,,6556320
2015,CGH,BR,"",IOS,BR,JJ,0,144,785,119,349,50176,,39388160
2015,CGH,BR,SDU,IOS,BR,JJ,1,144,785,220,9,1296,,1017360
2015,CGH,BR,CNF,IZA,BR,G3,1,144,265,174,113,16272,,4312080
2015,CGH,BR,"",JJG,BR,JJ,0,144,379,80,181,26024,,9863096
2015,CGH,BR,"",JOI,BR,G3,0,150,223,56,662,99098,,22098854
2015,CGH,BR,"",JOI,BR,JJ,0,144,223,69,666,95744,,21350912
2015,CGH,BR,BSB,JPA,BR,G3,1,170,1377,300,299,50778,,69921306
2015,CGH,BR,"",JTC,BR,G3,0,144,184,60,50,7200,,1324800
2015,CGH,BR,"",LDB,BR,G3,0,157,283,72,665,104392,,29542936
2015,CGH,BR,"",LDB,BR,JJ,0,154,283,67,674,103826,,29382758
2015,CGH,BR,"",MGF,BR,G3,0,169,338,80,696,117410,,39684580
2015,CGH,BR,CWB,MGF,BR,G3,1,163,338,150,273,44564,,15062632
2015,CGH,BR,CNF,MOC,BR,G3,1,144,511,168,211,30384,,15526224
2015,CGH,BR,"",NVT,BR,G3,0,146,256,65,1610,234908,,60136448
2015,CGH,BR,"",NVT,BR,JJ,0,145,256,66,1353,195634,,50082304
2015,CGH,BR,BSB,PMW,BR,G3,1,168,927,214,251,42202,,39121254
2015,CGH,BR,"",PMW,BR,JJ,0,155,927,135,105,16236,,15050772
2015,CGH,BR,"",POA,BR,AD,0,118,520,105,1232,145364,,75589280
2015,CGH,BR,"",POA,BR,G3,0,161,520,99,3039,490084,,254843680
2015,CGH,BR,"",POA,BR,JJ,0,158,520,99,2890,458050,,238186000
2015,CGH,BR,"",PPB,BR,G3,0,144,319,68,213,30672,,9784368
2015,CGH,BR,BSB,PVH,BR,JJ,1,164,1536,342,210,34410,,52853760
2015,CGH,BR,"",RAO,BR,G3,0,155,185,63,523,80980,,14981300
2015,CGH,BR,"",RAO,BR,JJ,0,157,185,61,1291,203090,,37571650
2015,CGH,BR,SSA,REC,BR,G3,1,170,1322,271,367,62390,,82479580
2015,CGH,BR,"",SDU,BR,AD,0,110,227,68,52,5704,,1294808
2015,CGH,BR,"",SDU,BR,G3,0,160,227,58,9820,1574526,,357417402
2015,CGH,BR,"",SDU,BR,JJ,0,144,227,62,9134,1313356,,298131812
2015,CGH,BR,"",SDU,BR,O6,0,131,227,61,4022,527708,,119789716
2015,CGH,BR,"",SJP,BR,JJ,0,148,261,67,1402,206860,,53990460
2015,CGH,BR,CNF,SLZ,BR,G3,1,169,1461,284,163,27554,,40256394
2015,CGH,BR,"",SSA,BR,AD,0,118,919,140,32,3776,,3470144
2015,CGH,BR,CNF,SSA,BR,AD,1,118,919,225,27,3186,,2927934
2015,CGH,BR,"",SSA,BR,G3,0,169,919,147,838,141576,,130108344
2015,CGH,BR,"",SSA,BR,JJ,0,160,919,141,687,109956,,101049564
2015,CGH,BR,CNF,SSA,BR,JJ,1,166,919,213,335,55770,,51252630
2015,CGH,BR,"",SSA,BR,O6,0,144,919,143,420,60586,,55678534
2015,CGH,BR,"",UDI,BR,G3,0,156,343,84,724,112966,,38747338
2015,CGH,BR,"",UDI,BR,JJ,0,148,343,80,1262,186370,,63924910
2015,CGH,BR,"",VIX,BR,G3,0,149,469,102,365,54406,,25516414
2015,CGH,BR,"",VIX,BR,JJ,0,152,469,88,1485,226428,,106194732
2015,CGH,BR,FLN,XAP,BR,G3,1,144,446,169,360,51840,,23120640
2015,CGR,BR,"",BSB,BR,G3,0,165,544,109,308,50904,,27691776
2015,CGR,BR,"",BSB,BR,JJ,0,164,544,98,396,64834,,35269696
2015,CGR,BR,"",BSB,BR,O6,0,122,544,103,352,43040,,23413760
2015,CGR,BR,"",CGB,BR,AD,0,87,345,91,483,41862,,14442390
2015,CGR,BR,"",CGB,BR,G3,0,170,345,69,366,62220,,21465900
2015,CGR,BR,"",CGB,BR,O6,0,114,345,70,527,60004,,20701380
2015,CGR,BR,"",CGH,BR,G3,0,165,557,85,362,59798,,33307486
2015,CGR,BR,"",CGH,BR,JJ,0,151,557,99,673,101536,,56555552
2015,CGR,BR,"",CMG,BR,AD,0,70,219,80,183,12810,,2805390
2015,CGR,BR,"",CNF,BR,AD,0,118,696,112,70,8248,,5740608
2015,CGR,BR,"",CWB,BR,AD,0,118,493,83,255,30090,,14834370
2015,CGR,BR,"",CWB,BR,G3,0,170,493,85,2,340,,167620
2015,CGR,BR,MGF,CWB,BR,G3,1,169,493,138,361,61162,,30152866
2015,CGR,BR,"",GIG,BR,G3,0,167,751,122,28,4682,,3516182
2015,CGR,BR,"",GRU,BR,AD,0,117,563,120,570,66912,,37671456
2015,CGR,BR,"",GRU,BR,G3,0,167,563,109,587,97892,,55113196
2015,CGR,BR,"",GRU,BR,JJ,0,166,563,115,572,94962,,53463606
2015,CGR,BR,"",LDB,BR,AD,0,70,301,90,99,6930,,2085930
2015,CGR,BR,"",MGF,BR,AD,0,70,268,83,124,8680,,2326240
2015,CGR,BR,"",MGF,BR,G3,0,169,268,58,364,61672,,16528096
2015,CGR,BR,VCP,POA,BR,AD,1,118,692,234,411,48462,,33535704
2015,CGR,BR,CGB,PVH,BR,AD,1,118,1019,225,77,9086,,9258634
2015,CGR,BR,CGB,PVH,BR,G3,1,170,1019,211,364,61880,,63055720
2015,CGR,BR,"",SDU,BR,AD,0,106,757,125,63,6678,,5055246
2015,CGR,BR,VCP,SDU,BR,AD,1,113,757,196,590,66632,,50440424
2015,CGR,BR,"",VCP,BR,AD,0,115,513,90,1332,152628,,78298164
2015,CIZ,BR,"",MAO,BR,AD,0,48,225,62,45,2166,,487350
2015,CKS,BR,"",ATM,BR,AD,0,118,251,62,38,4484,,1125484
2015,CKS,BR,"",BEL,BR,AD,0,70,344,90,247,17290,,5947760
2015,CKS,BR,"",BEL,BR,G3,0,144,344,64,305,43920,,15108480
2015,CKS,BR,MAB,BSB,BR,AD,1,118,687,184,131,15458,,10619646
2015,CKS,BR,"",CNF,BR,AD,0,116,1017,149,360,41772,,42482124
2015,CKS,BR,"",CNF,BR,G3,0,144,1017,134,305,43920,,44666640
2015,CKS,BR,BEL,IMP,BR,AD,1,70,180,220,13,910,,163800
2015,CKS,BR,"",MAB,BR,AD,0,118,78,30,132,15564,,1213992
2015,CKS,BR,CNF,SDU,BR,AD,1,116,1245,262,297,34350,,42765750
2015,CKS,BR,CNF,SDU,BR,G3,1,144,1245,234,278,40032,,49839840
2015,CKS,BR,BEL,SLZ,BR,AD,1,70,466,217,134,9380,,4371080
2015,CLV,BR,"",CGH,BR,G3,0,144,426,86,108,15552,,6625152
2015,CLV,BR,"",CNF,BR,AD,0,70,330,99,16,1120,,369600
2015,CLV,BR,"",GRU,BR,AD,0,102,417,104,12,1224,,510408
2015,CLV,BR,"",GRU,BR,G3,0,144,417,70,1,144,,60048
2015,CLV,BR,"",VCP,BR,AD,0,114,377,83,103,11746,,4428242
2015,CMG,BR,"",CGR,BR,AD,0,70,219,75,183,12810,,2805390
2015,CMG,BR,"",VCP,BR,AD,0,106,732,111,85,9022,,6604104
2015,CNF,BR,"",AAX,BR,AD,0,70,194,64,81,5670,,1099980
2015,CNF,BR,UBA,AAX,BR,AD,1,70,194,140,151,10570,,2050580
2015,CNF,BR,"",AJU,BR,AD,0,106,753,155,2,212,,159636
2015,CNF,BR,MCZ,AJU,BR,AD,1,118,753,215,22,2596,,1954788
2015,CNF,BR,"",ATM,BR,AD,0,115,1261,188,121,13954,,17595994
2015,CNF,BR,BEL,ATM,BR,AD,1,118,1261,279,197,23210,,29267810
2015,CNF,BR,"",BEL,BR,AD,0,118,1297,187,708,83508,,108309876
2015,CNF,BR,IMP,BEL,BR,AD,1,118,1297,244,312,36816,,47750352
2015,CNF,BR,CKS,BEL,BR,G3,1,144,1297,271,305,43920,,56964240
2015,CNF,BR,"",BPS,BR,AD,0,117,390,77,558,65064,,25374960
2015,CNF,BR,"",BPS,BR,G3,0,167,390,79,740,123824,,48291360
2015,CNF,BR,"",BPS,BR,JJ,0,163,390,72,417,67974,,26509860
2015,CNF,BR,"",BRA,BR,AD,0,70,527,126,94,6580,,3467660
2015,CNF,BR,"",BSB,BR,AD,0,116,367,88,1287,149430,,54840810
2015,CNF,BR,"",BSB,BR,G3,0,168,367,85,1742,292760,,107442920
2015,CNF,BR,"",BSB,BR,JJ,0,153,367,84,1558,238530,,87540510
2015,CNF,BR,"",BSB,BR,O6,0,100,367,89,1,100,,36700
2015,CNF,BR,MAO,BVB,BR,AD,1,118,1921,335,207,24426,,46922346
2015,CNF,BR,CFB,CAW,BR,AD,1,70,223,149,72,5040,,1123920
2015,CNF,BR,"",CFB,BR,AD,0,82,257,78,240,19788,,5085516
2015,CNF,BR,"",CGB,BR,AD,0,116,845,144,383,44294,,37428430
2015,CNF,BR,BSB,CGB,BR,AD,1,118,845,237,163,19234,,16252730
2015,CNF,BR,"",CGH,BR,AD,0,118,324,83,1724,203336,,65880864
2015,CNF,BR,"",CGH,BR,G3,0,160,324,75,3749,599708,,194305392
2015,CNF,BR,"",CGH,BR,JJ,0,155,324,80,3272,506710,,164174040
2015,CNF,BR,"",CGR,BR,AD,0,118,696,113,70,8260,,5748960
2015,CNF,BR,"",CKS,BR,AD,0,116,1017,155,360,41772,,42482124
2015,CNF,BR,"",CKS,BR,G3,0,144,1017,157,305,43920,,44666640
2015,CNF,BR,"",CLV,BR,AD,0,70,330,106,16,1120,,369600
2015,CNF,BR,"",CWB,BR,AD,0,115,524,106,616,70624,,37006976
2015,CNF,BR,"",CWB,BR,G3,0,160,524,98,668,106852,,55990448
2015,CNF,BR,"",FEC,BR,AD,0,116,613,103,114,13188,,8084244
2015,CNF,BR,VDC,FEC,BR,AD,1,70,613,215,5,350,,214550
2015,CNF,BR,"",FLN,BR,AD,0,110,625,130,3,330,,206250
2015,CNF,BR,SDU,FLN,BR,AD,1,106,625,190,19,2014,,1258750
2015,CNF,BR,"",FLN,BR,JJ,0,174,625,92,4,696,,435000
2015,CNF,BR,"",FOR,BR,AD,0,116,1155,169,201,23346,,26964630
2015,CNF,BR,SLZ,FOR,BR,AD,1,118,1155,272,87,10266,,11857230
2015,CNF,BR,"",FOR,BR,G3,0,168,1155,163,60,10070,,11630850
2015,CNF,BR,SSA,FOR,BR,G3,1,170,1155,232,635,107898,,124622190
2015,CNF,BR,"",FOR,BR,JJ,0,174,1155,168,15,2610,,3014550
2015,CNF,BR,SSA,FOR,BR,JJ,1,166,1155,247,352,58470,,67532850
2015,CNF,BR,"",GIG,BR,AD,0,118,223,79,186,21876,,4878348
2015,CNF,BR,"",GIG,BR,G3,0,165,223,68,1075,177108,,39495084
2015,CNF,BR,"",GIG,BR,JJ,0,180,223,61,585,105471,,23520033
2015,CNF,BR,"",GRU,BR,AD,0,115,306,90,2138,246884,,75546504
2015,CNF,BR,"",GRU,BR,G3,0,161,306,85,2213,356060,,108954360
2015,CNF,BR,"",GRU,BR,JJ,0,179,306,79,1464,262692,,80383752
2015,CNF,BR,"",GVR,BR,AD,0,70,140,62,725,50750,,7105000
2015,CNF,BR,"",GYN,BR,AD,0,111,402,88,978,108840,,43753680
2015,CNF,BR,"",GYN,BR,G3,0,149,402,84,365,54562,,21933924
2015,CNF,BR,"",IGU,BR,AD,0,112,785,140,2,224,,175840
2015,CNF,BR,"",IMP,BR,AD,0,118,1002,151,309,36426,,36498852
2015,CNF,BR,"",IOS,BR,AD,0,109,466,89,255,27786,,12948276
2015,CNF,BR,"",IOS,BR,G3,0,144,466,88,365,52560,,24492960
2015,CNF,BR,"",IPN,BR,AD,0,70,97,50,1111,77770,,7543690
2015,CNF,BR,"",IZA,BR,G3,0,144,138,50,244,35136,,4848768
2015,CNF,BR,"",JPA,BR,AD,0,118,1053,160,10,1180,,1242540
2015,CNF,BR,"",JPA,BR,G3,0,144,1053,150,1,144,,151632
2015,CNF,BR,"",LEC,BR,AD,0,70,526,130,17,1190,,625940
2015,CNF,BR,"",MAB,BR,AD,0,118,1044,152,177,20886,,21804984
2015,CNF,BR,BSB,MAB,BR,AD,1,118,1044,236,15,1770,,1847880
2015,CNF,BR,"",MAO,BR,AD,0,118,1577,219,312,36816,,58058832
2015,CNF,BR,BEL,MCP,BR,AD,1,118,1441,288,198,23364,,33667524
2015,CNF,BR,"",MCZ,BR,AD,0,118,887,137,145,17050,,15123350
2015,CNF,BR,"",MCZ,BR,G3,0,169,887,135,60,10148,,9001276
2015,CNF,BR,"",MOC,BR,AD,0,106,202,62,1116,118584,,23953968
2015,CNF,BR,"",MOC,BR,G3,0,144,202,60,699,100656,,20332512
2015,CNF,BR,"",NAT,BR,AD,0,116,1118,162,195,22674,,25349532
2015,CNF,BR,"",NAT,BR,G3,0,170,1118,161,37,6290,,7032220
2015,CNF,BR,SSA,NAT,BR,G3,1,169,1118,238,224,37924,,42399032
2015,CNF,BR,"",NAT,BR,JJ,0,174,1118,163,4,696,,778128
2015,CNF,BR,SDU,NVT,BR,AD,1,106,581,195,52,5512,,3202472
2015,CNF,BR,MAO,PIN,BR,AD,1,118,1455,325,37,4366,,6352530
2015,CNF,BR,"",PMW,BR,AD,0,118,708,115,94,11092,,7853136
2015,CNF,BR,GYN,PMW,BR,AD,1,114,708,230,70,7984,,5652672
2015,CNF,BR,"",POA,BR,AD,0,115,844,145,600,69252,,58448688
2015,CNF,BR,"",POA,BR,G3,0,154,844,150,312,48152,,40640288
2015,CNF,BR,CWB,POA,BR,G3,1,150,844,206,330,49418,,41708792
2015,CNF,BR,"",POJ,BR,AD,0,70,177,69,35,2450,,433650
2015,CNF,BR,AAX,POJ,BR,AD,1,70,177,118,8,560,,99120
2015,CNF,BR,CGB,PVH,BR,AD,1,115,1531,302,358,41344,,63297664
2015,CNF,BR,"",RAO,BR,AD,0,70,266,95,21,1470,,391020
2015,CNF,BR,"",REC,BR,AD,0,115,999,147,781,90130,,90039870
2015,CNF,BR,SSA,REC,BR,AD,1,70,999,290,1,70,,69930
2015,CNF,BR,"",REC,BR,G3,0,170,999,157,691,117158,,117040842
2015,CNF,BR,"",SDU,BR,AD,0,110,231,66,1868,205232,,47408592
2015,CNF,BR,VCP,SDU,BR,AD,1,106,231,195,1,106,,24486
2015,CNF,BR,"",SDU,BR,G3,0,164,231,60,2167,355884,,82209204
2015,CNF,BR,"",SDU,BR,JJ,0,144,231,60,1160,166800,,38530800
2015,CNF,BR,"",SLZ,BR,AD,0,118,1177,168,652,76936,,90553672
2015,CNF,BR,"",SLZ,BR,G3,0,169,1177,162,197,33204,,39081108
2015,CNF,BR,BSB,SLZ,BR,G3,1,169,1177,275,324,54846,,64553742
2015,CNF,BR,"",SSA,BR,AD,0,118,596,110,803,94634,,56401864
2015,CNF,BR,BRA,SSA,BR,AD,1,70,596,265,45,3150,,1877400
2015,CNF,BR,"",SSA,BR,G3,0,169,596,106,1305,220498,,131416808
2015,CNF,BR,IOS,SSA,BR,G3,1,144,596,160,365,52560,,31325760
2015,CNF,BR,"",SSA,BR,JJ,0,166,596,105,365,60498,,36056808
2015,CNF,BR,"",THE,BR,AD,0,118,1010,151,91,10738,,10845380
2015,CNF,BR,SLZ,THE,BR,AD,1,118,1010,250,277,32686,,33012860
2015,CNF,BR,"",TXF,BR,AD,0,70,317,93,267,18690,,5924730
2015,CNF,BR,"",UBA,BR,AD,0,70,259,84,385,26950,,6980050
2015,CNF,BR,"",UDI,BR,AD,0,78,282,87,780,60972,,17194104
2015,CNF,BR,"",UDI,BR,G3,0,157,282,59,555,87330,,24627060
2015,CNF,BR,"",VAL,BR,AD,0,118,540,96,27,3186,,1720440
2015,CNF,BR,"",VCP,BR,AD,0,115,309,75,3275,376963,,116481567
2015,CNF,BR,"",VDC,BR,AD,0,70,389,112,556,38920,,15139880
2015,CNF,BR,"",VIX,BR,AD,0,111,242,67,1778,197492,,47793064
