Period,Org,Dst,Mkt Car,Stops,Seats,Miles,Blktm,Departures,Seats,Remove,ASMs
2015,CCS,LSP,VH,0,130,229,50,199,25870,,5924230
2015,CCS,MAD,IB,0,327,4350,518,168,54862,,238649700
2015,CCS,MAD,UX,0,287,4350,520,128,36753,,159875550
2015,CCS,MAD,V0,0,318,4350,510,129,40997,,178336950
2015,CCS,MAR,E4,0,115,321,60,176,20240,,6497040
2015,CCS,MAR,ETR,0,115,321,60,77,8855,,2842455
2015,CCS,MAR,QL,0,142,321,64,642,90980,,29204580
2015,CCS,MAR,R7,0,150,321,60,913,136950,,43960950
2015,CCS,MAR,V0,0,98,321,57,1060,103880,,33345480
2015,CCS,MAR,VH,0,130,321,60,1069,138970,,44609370
2015,CCS,MEX,AM,0,143,2220,326,278,39721,,88180620
2015,CCS,MGA,V0,0,98,1302,182,13,1274,,1658748
2015,CCS,MIA,AA,0,150,1361,212,730,109500,,149029500
2015,CCS,MIA,LA,0,214,1361,220,22,4708,,6407588
2015,CCS,MIA,S3,0,186,1361,210,1090,202812,,276027132
2015,CCS,MUN,R7,0,150,267,47,913,136950,,36565650
2015,CCS,MUN,V0,0,52,267,50,185,9586,,2559462
2015,CCS,MUN,VH,0,130,267,50,295,38350,,10239450
2015,CCS,OPO,TP,0,263,4100,513,39,10257,,42053700
2015,CCS,PMV,5R,0,115,205,40,308,35420,,7261100
2015,CCS,PMV,E4,0,115,205,46,448,51520,,10561600
2015,CCS,PMV,ETR,0,117,205,46,262,30592,,6271360
2015,CCS,PMV,QL,0,143,205,52,763,109290,,22404450
2015,CCS,PMV,R7,0,150,205,46,365,54750,,11223750
2015,CCS,PMV,RUC,0,115,205,40,23,2645,,542225
2015,CCS,PMV,V0,0,98,205,47,1675,164150,,33650750
2015,CCS,PMV,VH,0,130,205,45,1338,173940,,35657700
2015,CCS,POS,BW,0,136,383,87,374,51036,,19546788
2015,CCS,POS,V0,0,98,383,80,17,1666,,638078
2015,CCS,PTY,CM,0,150,850,142,1067,160502,,136426700
2015,CCS,PTY,QL,0,150,850,150,2,300,,255000
2015,CCS,PTY,S3,0,178,850,119,364,64792,,55073200
2015,CCS,PTY,V0,0,97,850,120,531,51606,,43865100
2015,CCS,PUJ,5R,0,115,557,60,28,3220,,1793540
2015,CCS,PUJ,G3,0,170,557,100,133,22610,,12593770
2015,CCS,PUJ,QL,0,150,557,90,25,3750,,2088750
2015,CCS,PYH,V0,0,89,346,50,207,18414,,6371244
2015,CCS,PZO,5R,0,115,329,50,569,65435,,21528115
2015,CCS,PZO,QL,0,150,329,60,5,750,,246750
2015,CCS,PZO,R7,0,150,329,60,913,136950,,45056550
2015,CCS,PZO,RUC,0,115,329,50,37,4255,,1399895
2015,CCS,PZO,V0,0,98,329,58,675,66150,,21763350
2015,CCS,PZO,VH,0,130,329,60,610,79300,,26089700
2015,CCS,SCL,LA,0,214,3047,415,22,4708,,14345276
2015,CCS,SDQ,QL,0,142,568,90,204,28880,,16403840
2015,CCS,SDQ,R7,0,150,568,82,151,22650,,12865200
2015,CCS,SFD,V0,0,72,190,50,103,7382,,1402580
2015,CCS,SOM,V0,0,98,224,50,335,32830,,7353920
2015,CCS,STD,5R,0,115,403,65,590,67850,,27343550
2015,CCS,STD,QL,0,142,403,173,343,48770,,19654310
2015,CCS,STD,R7,0,150,403,70,344,51600,,20794800
2015,CCS,STD,RUC,0,115,403,65,40,4600,,1853800
2015,CCS,STD,V0,0,98,403,60,563,55174,,22235122
2015,CCS,VIG,QL,0,144,347,201,941,135110,,46883170
2015,CCS,VIG,R7,0,150,347,70,15,2250,,780750
2015,CCS,VIG,V0,0,98,347,60,663,64974,,22545978
2015,CCS,VLV,9V,0,50,260,80,102,5100,,1326000
2015,CCS,VLV,RGR,0,50,260,80,76,3800,,988000
2015,CFB,CAW,AD,0,70,98,36,141,9870,,967260
2015,CFB,CNF,AD,0,82,257,78,241,19810,,5091170
2015,CFB,PLU,AD,0,70,243,79,93,6510,,1581930
2015,CFB,VCP,AD,0,70,322,103,70,4900,,1577800
2015,CFC,JCB,NHG,0,19,46,25,179,3401,,156446
2015,CFG,YUL,CU,0,180,1653,229,25,4500,,7438500
2015,CFG,YYZ,CU,0,142,1486,223,25,3548,,5272328
2015,CGB,AFL,AD,0,98,400,83,488,48020,,19208000
2015,CGB,BSB,AD,0,118,545,99,380,44840,,24437800
2015,CGB,BSB,G3,0,168,545,94,811,136050,,74147250
2015,CGB,BSB,JJ,0,165,545,97,948,156516,,85301220
2015,CGB,BSB,O6,0,118,545,99,349,41294,,22505230
2015,CGB,BVH,AD,0,70,335,96,412,28840,,9661400
2015,CGB,CGH,AD,0,106,825,150,3,318,,262350
2015,CGB,CGH,G3,0,165,825,126,562,92810,,76568250
2015,CGB,CGH,JJ,0,166,825,137,316,52410,,43238250
2015,CGB,CGR,AD,0,86,345,88,483,41706,,14388570
2015,CGB,CGR,G3,0,169,345,65,366,62012,,21394140
2015,CGB,CGR,O6,0,114,345,66,527,60044,,20715180
2015,CGB,CNF,AD,0,116,845,136,383,44294,,37428430
2015,CGB,CWB,G3,0,157,815,135,2,314,,255910
2015,CGB,FOR,G3,0,170,1450,210,7,1190,,1725500
2015,CGB,GIG,G3,0,169,973,158,199,33596,,32688908
2015,CGB,GRU,AD,0,118,825,146,751,88246,,72802950
2015,CGB,GRU,G3,0,163,825,135,1130,184586,,152283450
2015,CGB,GRU,JJ,0,166,825,141,631,104800,,86460000
2015,CGB,GRU,O6,0,112,825,144,647,72295,,59643375
2015,CGB,GYN,2Z,0,72,462,132,362,26064,,12041568
2015,CGB,GYN,AD,0,109,462,83,680,74228,,34293336
2015,CGB,IGU,AD,0,96,694,129,199,19018,,13198492
2015,CGB,JPR,AD,0,70,506,139,321,22470,,11369820
2015,CGB,LDB,AD,0,107,622,105,312,33264,,20690208
2015,CGB,MGF,AD,0,90,602,126,304,27244,,16400888
2015,CGB,OAL,AD,0,107,463,84,317,34034,,15757742
2015,CGB,OPS,2Z,0,72,262,69,411,29592,,7753104
2015,CGB,OPS,AD,0,118,262,59,715,84082,,22029484
2015,CGB,PPB,AD,0,70,544,138,187,13090,,7120960
2015,CGB,PVH,AD,0,116,711,117,880,102016,,72533376
2015,CGB,PVH,G3,0,170,711,105,364,61880,,43996680
2015,CGB,RAO,AD,0,70,665,165,81,5670,,3770550
2015,CGB,ROO,AD,0,70,113,51,448,31360,,3543680
2015,CGB,SJP,AD,0,70,566,144,345,24150,,13668900
2015,CGB,VCP,AD,0,116,774,125,1618,187540,,145155960
2015,CGH,BPS,AD,0,118,698,122,43,5062,,3533276
2015,CGH,BPS,G3,0,167,698,112,82,13654,,9530492
2015,CGH,BPS,JJ,0,144,698,114,12,1728,,1206144
2015,CGH,BSB,G3,0,164,541,104,3872,633202,,342562282
2015,CGH,BSB,JJ,0,162,541,108,4027,651762,,352603242
2015,CGH,BSB,O6,0,150,541,111,1759,263410,,142504810
2015,CGH,CGB,AD,0,106,825,143,3,318,,262350
2015,CGH,CGB,G3,0,167,825,138,563,94254,,77759550
2015,CGH,CGB,JJ,0,166,825,130,317,52566,,43366950
2015,CGH,CGR,G3,0,165,557,100,362,59798,,33307486
2015,CGH,CGR,JJ,0,151,557,106,673,101566,,56572262
2015,CGH,CLV,G3,0,144,426,83,108,15552,,6625152
2015,CGH,CNF,AD,0,118,324,78,1724,203360,,65888640
2015,CGH,CNF,G3,0,161,324,77,3733,599328,,194182272
2015,CGH,CNF,JJ,0,151,324,71,3220,486948,,157771152
2015,CGH,CWB,AD,0,118,205,69,1277,150686,,30890630
2015,CGH,CWB,G3,0,161,205,62,2871,462824,,94878920
2015,CGH,CWB,JJ,0,155,205,61,3071,476786,,97741130
2015,CGH,CWB,NHG,0,19,205,82,179,3401,,697205
2015,CGH,CXJ,G3,0,144,475,90,620,89280,,42408000
2015,CGH,FLN,G3,0,157,303,73,2159,338430,,102544290
2015,CGH,FLN,JJ,0,151,303,71,1641,247356,,74948868
2015,CGH,FLN,O6,0,132,303,70,100,13153,,3985359
2015,CGH,GIG,G3,0,162,224,62,2290,371100,,83126400
2015,CGH,GIG,JJ,0,163,224,62,1170,190950,,42772800
2015,CGH,GIG,O6,0,124,224,71,703,86904,,19466496
2015,CGH,GYN,G3,0,160,511,97,1472,234874,,120020614
2015,CGH,GYN,JJ,0,162,511,100,1603,258896,,132295856
2015,CGH,IGU,G3,0,165,510,95,388,63854,,32565540
2015,CGH,IGU,JJ,0,154,510,99,413,63514,,32392140
2015,CGH,IOS,AD,0,118,785,120,27,3186,,2501010
2015,CGH,IOS,G3,0,144,785,115,58,8352,,6556320
2015,CGH,IOS,JJ,0,144,785,119,349,50176,,39388160
2015,CGH,JJG,JJ,0,144,379,80,181,26024,,9863096
2015,CGH,JOI,G3,0,150,223,56,662,99098,,22098854
2015,CGH,JOI,JJ,0,144,223,69,666,95744,,21350912
2015,CGH,JTC,G3,0,144,184,60,50,7200,,1324800
2015,CGH,LDB,G3,0,157,283,72,665,104392,,29542936
2015,CGH,LDB,JJ,0,154,283,67,674,103826,,29382758
2015,CGH,MGF,G3,0,169,338,80,696,117410,,39684580
2015,CGH,NVT,G3,0,146,256,65,1610,234908,,60136448
2015,CGH,NVT,JJ,0,145,256,66,1353,195634,,50082304
2015,CGH,PMW,JJ,0,155,927,135,105,16236,,15050772
2015,CGH,POA,AD,0,118,520,105,1232,145364,,75589280
2015,CGH,POA,G3,0,161,520,99,3039,490084,,254843680
2015,CGH,POA,JJ,0,158,520,99,2890,458050,,238186000
2015,CGH,PPB,G3,0,144,319,68,213,30672,,9784368
2015,CGH,RAO,G3,0,155,185,63,523,80980,,14981300
2015,CGH,RAO,JJ,0,157,185,61,1291,203090,,37571650
2015,CGH,SDU,AD,0,110,227,68,52,5704,,1294808
2015,CGH,SDU,G3,0,160,227,58,9820,1574526,,357417402
2015,CGH,SDU,JJ,0,144,227,62,9134,1313356,,298131812
2015,CGH,SDU,O6,0,131,227,61,4022,527708,,119789716
2015,CGH,SJP,JJ,0,148,261,67,1402,206860,,53990460
2015,CGH,SSA,AD,0,118,919,140,32,3776,,3470144
2015,CGH,SSA,G3,0,169,919,147,838,141576,,130108344
2015,CGH,SSA,JJ,0,160,919,141,687,109956,,101049564
2015,CGH,SSA,O6,0,144,919,143,420,60586,,55678534
2015,CGH,UDI,G3,0,156,343,84,724,112966,,38747338
2015,CGH,UDI,JJ,0,148,343,80,1262,186370,,63924910
2015,CGH,VIX,G3,0,149,469,102,365,54406,,25516414
2015,CGH,VIX,JJ,0,152,469,88,1485,226428,,106194732
2015,CGR,BSB,G3,0,165,544,109,308,50904,,27691776
2015,CGR,BSB,JJ,0,164,544,98,396,64834,,35269696
2015,CGR,BSB,O6,0,122,544,103,352,43040,,23413760
2015,CGR,CGB,AD,0,87,345,91,483,41862,,14442390
2015,CGR,CGB,G3,0,170,345,69,366,62220,,21465900
2015,CGR,CGB,O6,0,114,345,70,527,60004,,20701380
2015,CGR,CGH,G3,0,165,557,85,362,59798,,33307486
2015,CGR,CGH,JJ,0,151,557,99,673,101536,,56555552
2015,CGR,CMG,AD,0,70,219,80,183,12810,,2805390
2015,CGR,CNF,AD,0,118,696,112,70,8248,,5740608
2015,CGR,CWB,AD,0,118,493,83,255,30090,,14834370
2015,CGR,CWB,G3,0,170,493,85,2,340,,167620
2015,CGR,GIG,G3,0,167,751,122,28,4682,,3516182
2015,CGR,GRU,AD,0,117,563,120,570,66912,,37671456
2015,CGR,GRU,G3,0,167,563,109,587,97892,,55113196
2015,CGR,GRU,JJ,0,166,563,115,572,94962,,53463606
2015,CGR,LDB,AD,0,70,301,90,99,6930,,2085930
2015,CGR,MGF,AD,0,70,268,83,124,8680,,2326240
2015,CGR,MGF,G3,0,169,268,58,364,61672,,16528096
2015,CGR,SDU,AD,0,106,757,125,63,6678,,5055246
2015,CGR,VCP,AD,0,115,513,90,1332,152628,,78298164
2015,CGR,VVI,Z8,0,50,586,90,108,5400,,3164400
2015,CIJ,CBB,OB,0,122,473,75,105,12810,,6059130
2015,CIJ,LPB,8J,0,82,379,70,9,738,,279702
2015,CIJ,LPB,OB,0,122,379,60,362,44164,,16738156
2015,CIJ,TDD,8J,0,82,368,60,13,1066,,392288
2015,CIJ,TDD,A4,0,19,368,90,97,1843,,678224
2015,CIJ,TDD,OB,0,122,368,60,1,122,,44896
2015,CIJ,VVI,OB,0,122,591,90,103,12566,,7426506
2015,CIX,LIM,AV,0,149,406,85,290,43320,,17587920
2015,CIX,LIM,LA,0,148,406,75,1415,209096,,84892976
2015,CIX,LIM,W4,0,120,406,83,66,7920,,3215520
2015,CIZ,MAO,AD,0,48,225,62,45,2166,,487350
2015,CJA,LIM,LA,0,137,350,70,928,126914,,44419900
2015,CJA,LIM,W4,0,42,350,89,730,30662,,10731700
2015,CJC,CPO,H2,0,128,349,70,20,2558,,892742
2015,CJC,LSC,H2,0,124,531,95,10,1240,,658440
2015,CJC,LSC,LA,0,155,531,98,133,20662,,10971522
2015,CJC,SCL,H2,0,126,761,120,1307,164824,,125431064
2015,CJC,SCL,LA,0,166,761,124,3476,578032,,439882352
2015,CKS,ATM,AD,0,118,251,62,38,4484,,1125484
2015,CKS,BEL,AD,0,70,344,90,247,17290,,5947760
2015,CKS,BEL,G3,0,144,344,64,305,43920,,15108480
2015,CKS,CNF,AD,0,116,1017,149,360,41772,,42482124
2015,CKS,CNF,G3,0,144,1017,134,305,43920,,44666640
2015,CKS,MAB,AD,0,118,78,30,132,15564,,1213992
2015,CLO,ADZ,CM,0,94,723,118,209,19646,,14204058
2015,CLO,ADZ,LA,0,156,723,115,405,63156,,45661788
2015,CLO,ADZ,VVC,0,150,723,120,60,9000,,6507000
2015,CLO,AMS,KL,0,318,5647,637,120,38160,,215489520
2015,CLO,BAQ,AV,0,137,519,92,664,91090,,47275710
2015,CLO,BOG,AV,0,142,173,60,9548,1351732,,233849636
2015,CLO,BOG,CM,0,94,173,62,365,34310,,5935630
2015,CLO,BOG,LA,0,156,173,60,2557,398712,,68977176
2015,CLO,BOG,VVC,0,150,173,60,623,93450,,16166850
2015,CLO,CTG,AV,0,137,480,87,664,91110,,43732800
2015,CLO,CTG,VVC,0,150,480,90,145,21750,,10440000
2015,CLO,ESM,EQ,0,104,285,63,156,16282,,4640370
2015,CLO,GPI,9R,0,47,124,52,360,16924,,2098576
2015,CLO,GYE,AV,0,121,461,90,232,27972,,12895092
2015,CLO,LIM,AV,0,98,1075,164,359,35286,,37932450
2015,CLO,MAD,AV,0,251,5156,596,202,50656,,261182336
2015,CLO,MAD,IB,0,268,5156,625,78,20904,,107781024
2015,CLO,MDE,AV,0,123,192,55,2543,312362,,59973504
2015,CLO,MDE,LA,0,156,192,52,107,16692,,3204864
2015,CLO,MDE,VVC,0,150,192,55,339,50850,,9763200
2015,CLO,MIA,AA,0,141,1558,230,396,55748,,86855384
2015,CLO,MIA,AV,0,136,1558,217,363,49244,,76722152
2015,CLO,PSO,AV,0,72,161,64,365,26280,,4231080
2015,CLO,PTY,CM,0,94,434,89,1463,137823,,59815182
2015,CLO,PUU,9R,0,46,209,69,155,7130,,1490170
2015,CLO,SAL,AV,0,98,1102,170,354,34692,,38230584
2015,CLO,TCO,9R,0,49,202,57,271,13234,,2673268
2015,CLO,TCO,AV,0,72,202,72,722,51984,,10500768
2015,CLO,UIB,9R,0,48,149,54,154,7448,,1109752
2015,CLO,UIO,LA,0,156,292,75,38,5928,,1730976
2015,CLV,CGH,G3,0,144,426,86,108,15552,,6625152
2015,CLV,CNF,AD,0,70,330,99,16,1120,,369600
2015,CLV,GRU,AD,0,102,417,104,12,1224,,510408
2015,CLV,GRU,G3,0,144,417,70,1,144,,60048
2015,CLV,VCP,AD,0,114,377,83,103,11746,,4428242
2015,CMG,CGR,AD,0,70,219,75,183,12810,,2805390
2015,CMG,VCP,AD,0,106,732,111,85,9022,,6604104
2015,CMW,HAV,CRN,0,68,311,86,208,14144,,4398784
2015,CMW,HAV,CU,0,92,311,72,240,22003,,6842933
2015,CMW,PAP,CRN,0,68,410,110,38,2584,,1059440
2015,CMW,YUL,CU,0,179,1677,253,43,7684,,12886068
2015,CMW,YUL,TS,0,189,1677,230,18,3402,,5705154
2015,CMW,YUL,WG,0,189,1677,233,29,5481,,9191637
2015,CMW,YYZ,CU,0,179,1539,245,50,8944,,13764816
2015,CMW,YYZ,TS,0,189,1539,221,18,3402,,5235678
2015,CMW,YYZ,WG,0,189,1539,217,39,7371,,11343969
2015,CNF,AAX,AD,0,70,194,64,81,5670,,1099980
2015,CNF,AEP,AR,0,96,1356,210,46,4416,,5988096
2015,CNF,AJU,AD,0,106,753,155,2,212,,159636
2015,CNF,ATM,AD,0,115,1261,188,121,13954,,17595994
2015,CNF,BEL,AD,0,118,1297,187,708,83508,,108309876
2015,CNF,BPS,AD,0,117,390,77,558,65064,,25374960
2015,CNF,BPS,G3,0,167,390,79,740,123824,,48291360
2015,CNF,BPS,JJ,0,163,390,72,417,67974,,26509860
2015,CNF,BRA,AD,0,70,527,126,94,6580,,3467660
2015,CNF,BSB,AD,0,116,367,88,1287,149430,,54840810
2015,CNF,BSB,G3,0,168,367,85,1742,292760,,107442920
2015,CNF,BSB,JJ,0,153,367,84,1558,238530,,87540510
2015,CNF,BSB,O6,0,100,367,89,1,100,,36700
2015,CNF,CFB,AD,0,82,257,78,240,19788,,5085516
2015,CNF,CGB,AD,0,116,845,144,383,44294,,37428430
2015,CNF,CGH,AD,0,118,324,83,1724,203336,,65880864
2015,CNF,CGH,G3,0,160,324,75,3749,599708,,194305392
2015,CNF,CGH,JJ,0,155,324,80,3272,506710,,164174040
2015,CNF,CGR,AD,0,118,696,113,70,8260,,5748960
2015,CNF,CKS,AD,0,116,1017,155,360,41772,,42482124
2015,CNF,CKS,G3,0,144,1017,157,305,43920,,44666640
2015,CNF,CLV,AD,0,70,330,106,16,1120,,369600
2015,CNF,CWB,AD,0,115,524,106,616,70624,,37006976
2015,CNF,CWB,G3,0,160,524,98,668,106852,,55990448
2015,CNF,EZE,AR,0,97,1374,220,208,20146,,27680604
2015,CNF,FEC,AD,0,116,613,103,114,13188,,8084244
2015,CNF,FLN,AD,0,110,625,130,3,330,,206250
2015,CNF,FLN,JJ,0,174,625,92,4,696,,435000
2015,CNF,FOR,AD,0,116,1155,169,201,23346,,26964630
2015,CNF,FOR,G3,0,168,1155,163,60,10070,,11630850
2015,CNF,FOR,JJ,0,174,1155,168,15,2610,,3014550
2015,CNF,GIG,AD,0,118,223,79,186,21876,,4878348
2015,CNF,GIG,G3,0,165,223,68,1075,177108,,39495084
2015,CNF,GIG,JJ,0,180,223,61,585,105471,,23520033
2015,CNF,GRU,AD,0,115,306,90,2138,246884,,75546504
2015,CNF,GRU,G3,0,161,306,85,2213,356060,,108954360
2015,CNF,GRU,JJ,0,179,306,79,1464,262692,,80383752
2015,CNF,GVR,AD,0,70,140,62,725,50750,,7105000
2015,CNF,GYN,AD,0,111,402,88,978,108840,,43753680
2015,CNF,GYN,G3,0,149,402,84,365,54562,,21933924
2015,CNF,IGU,AD,0,112,785,140,2,224,,175840
2015,CNF,IMP,AD,0,118,1002,151,309,36426,,36498852
2015,CNF,IOS,AD,0,109,466,89,255,27786,,12948276
2015,CNF,IOS,G3,0,144,466,88,365,52560,,24492960
2015,CNF,IPN,AD,0,70,97,50,1111,77770,,7543690
2015,CNF,IZA,G3,0,144,138,50,244,35136,,4848768
2015,CNF,JPA,AD,0,118,1053,160,10,1180,,1242540
2015,CNF,JPA,G3,0,144,1053,150,1,144,,151632
2015,CNF,LEC,AD,0,70,526,130,17,1190,,625940
2015,CNF,LIS,TP,0,264,4619,547,295,77860,,359635340
2015,CNF,MAB,AD,0,118,1044,152,177,20886,,21804984
2015,CNF,MAO,AD,0,118,1577,219,312,36816,,58058832
2015,CNF,MCO,AD,0,267,4149,537,35,9345,,38772405
2015,CNF,MCZ,AD,0,118,887,137,145,17050,,15123350
2015,CNF,MCZ,G3,0,169,887,135,60,10148,,9001276
2015,CNF,MIA,AA,0,225,3971,510,275,61875,,245705625
2015,CNF,MIA,JJ,0,205,3971,512,156,31980,,126992580
2015,CNF,MOC,AD,0,106,202,62,1116,118584,,23953968
2015,CNF,MOC,G3,0,144,202,60,699,100656,,20332512
2015,CNF,NAT,AD,0,116,1118,162,195,22674,,25349532
2015,CNF,NAT,G3,0,170,1118,161,37,6290,,7032220
2015,CNF,NAT,JJ,0,174,1118,163,4,696,,778128
2015,CNF,PMW,AD,0,118,708,115,94,11092,,7853136
2015,CNF,POA,AD,0,115,844,145,600,69252,,58448688
2015,CNF,POA,G3,0,154,844,150,312,48152,,40640288
2015,CNF,POJ,AD,0,70,177,69,35,2450,,433650
2015,CNF,PTY,CM,0,155,3119,414,326,50530,,157603070
2015,CNF,PUJ,G3,0,170,3112,392,7,1190,,3703280
2015,CNF,RAO,AD,0,70,266,95,21,1470,,391020
2015,CNF,REC,AD,0,115,999,147,781,90130,,90039870
2015,CNF,REC,G3,0,170,999,157,691,117158,,117040842
2015,CNF,SCL,G3,0,170,1901,285,6,1020,,1939020
2015,CNF,SDU,AD,0,110,231,66,1868,205232,,47408592
2015,CNF,SDU,G3,0,164,231,60,2167,355884,,82209204
2015,CNF,SDU,JJ,0,144,231,60,1160,166800,,38530800
2015,CNF,SJO,JJ,0,174,3416,660,1,174,,594384
2015,CNF,SLZ,AD,0,118,1177,168,652,76936,,90553672
2015,CNF,SLZ,G3,0,169,1177,162,197,33204,,39081108
2015,CNF,SSA,AD,0,118,596,110,803,94634,,56401864
2015,CNF,SSA,G3,0,169,596,106,1305,220498,,131416808
2015,CNF,SSA,JJ,0,166,596,105,365,60498,,36056808
2015,CNF,THE,AD,0,118,1010,151,91,10738,,10845380
2015,CNF,TXF,AD,0,70,317,93,267,18690,,5924730
2015,CNF,UBA,AD,0,70,259,84,385,26950,,6980050
2015,CNF,UDI,AD,0,78,282,87,780,60972,,17194104
2015,CNF,UDI,G3,0,157,282,59,555,87330,,24627060
2015,CNF,VAL,AD,0,118,540,96,27,3186,,1720440
2015,CNF,VCP,AD,0,115,309,75,3275,376963,,116481567
2015,CNF,VDC,AD,0,70,389,112,556,38920,,15139880
2015,CNF,VIX,AD,0,111,242,67,1778,197492,,47793064
2015,CNF,VIX,G3,0,162,242,68,833,134720,,32602240
2015,CNQ,AEP,AR,0,131,491,89,74,9660,,4743060
2015,CNQ,EZE,AR,0,96,510,89,39,3744,,1909440
2015,COR,AEP,AR,0,140,404,75,3272,457110,,184672440
2015,COR,AEP,LA,0,156,404,75,1740,271314,,109610856
2015,COR,BRC,AR,0,132,782,135,310,40992,,32055744
2015,COR,EZE,AR,0,156,407,77,482,75106,,30568142
2015,COR,FLN,AR,0,96,973,145,9,864,,840672
2015,COR,FTE,AR,0,148,1370,200,26,3848,,5271760
2015,COR,GIG,G3,0,170,1413,191,156,26468,,37399284
2015,COR,GRU,G3,0,154,1214,174,172,26536,,32214704
2015,COR,GRU,JJ,0,166,1214,176,352,58260,,70727640
2015,COR,IGR,AR,0,185,704,30,61,11285,,7944640
2015,COR,IGR,LA,0,156,704,108,1,156,,109824
2015,COR,JUJ,AR,0,96,480,83,208,19968,,9584640
2015,COR,LIM,LA,0,156,1564,239,365,56916,,89016624
2015,COR,MDZ,AR,0,122,287,65,734,89258,,25617046
2015,COR,MIA,AR,0,275,4082,540,47,12920,,52739440
2015,COR,PTY,CM,0,155,2963,388,365,56575,,167631725
2015,COR,ROS,AR,0,129,228,55,325,41914,,9556392
2015,COR,SCL,LA,0,154,410,95,475,73344,,30071040
2015,COR,SLA,AR,0,96,452,85,260,24960,,11281920
2015,COR,TUC,AR,0,130,313,65,130,16944,,5303472
2015,CPC,AEP,AR,0,128,795,120,377,48378,,38460510
2015,CPC,EQS,AR,0,170,195,48,8,1360,,265200
2015,CPC,EZE,AR,0,96,779,127,1,96,,74784
2015,CPO,CJC,H2,0,128,349,70,20,2558,,892742
2015,CPO,SCL,H2,0,128,423,80,680,87232,,36899136
2015,CPO,SCL,LA,0,160,423,80,1058,168914,,71450622
2015,CPV,JPA,AD,0,118,64,40,130,15328,,980992
2015,CPV,JPA,G3,0,167,64,30,365,61010,,3904640
2015,CPV,SSA,G3,0,170,422,77,181,30770,,12984940
2015,CRD,AEP,AR,0,148,909,135,1881,277578,,252318402
2015,CRD,AEP,LA,0,156,909,137,258,40236,,36574524
2015,CRD,EZE,AR,0,146,889,131,14,2042,,1815338
2015,CRD,NQN,AR,0,144,474,85,395,56780,,26913720
2015,CRD,REL,8R,0,34,208,60,362,12308,,2560064
2015,CRD,RGL,AR,0,129,410,76,217,28084,,11514440
2015,CRD,ROS,8R,0,34,957,318,61,2074,,1984818
2015,CRI,AXP,UP,0,50,24,15,52,2600,,62400
2015,CRI,NAS,PNP,0,19,261,95,104,1976,,515736
2015,CRI,NAS,UP,0,50,261,75,55,2750,,717750
2015,CTC,AEP,AR,0,98,596,98,297,29032,,17303072
2015,CTC,EZE,AR,0,96,603,93,9,864,,520992
2015,CTC,IRJ,AR,0,96,82,28,7,672,,55104
2015,CTG,ADZ,CM,0,116,445,89,367,42532,,18926740
2015,CTG,ADZ,VVC,0,150,445,90,59,8850,,3938250
2015,CTG,ATL,DL,0,160,1698,242,6,960,,1630080
2015,CTG,BOG,AV,0,147,406,89,6430,945978,,384067068
2015,CTG,BOG,LA,0,156,406,89,2312,360492,,146359752
2015,CTG,BOG,VVC,0,150,406,85,633,94950,,38549700
2015,CTG,CLO,AV,0,137,480,94,664,91110,,43732800
2015,CTG,CLO,VVC,0,150,480,96,145,21750,,10440000
2015,CTG,FLL,B6,0,150,1121,177,333,49950,,55993950
2015,CTG,FLL,NK,0,172,1121,175,203,34923,,39148683
2015,CTG,JFK,AV,0,120,2088,292,157,18848,,39354624
2015,CTG,JFK,B6,0,150,2088,303,237,35550,,74228400
2015,CTG,MDE,AV,0,147,295,72,1822,267490,,78909550
2015,CTG,MDE,LA,0,156,295,69,57,8892,,2623140
2015,CTG,MDE,VVC,0,150,295,74,447,67050,,19779750
2015,CTG,MIA,AV,0,132,1105,166,358,47330,,52299650
2015,CTG,PEI,AV,0,120,389,82,156,18724,,7283636
2015,CTG,PEI,VVC,0,150,389,80,186,27900,,10853100
2015,CTG,PTY,CM,0,106,280,76,865,91690,,25673200
2015,CTG,YUL,TS,0,189,2421,320,1,189,,457569
2015,CUC,BGA,9R,0,46,72,48,421,19366,,1394352
2015,CUC,BOG,AV,0,132,248,73,3537,468206,,116115088
2015,CUC,BOG,LA,0,156,248,70,613,95586,,23705328
2015,CUC,BOG,VVC,0,150,248,75,187,28050,,6956400
2015,CUC,MDE,AV,0,126,234,69,332,41976,,9822384
2015,CUC,PTY,CM,0,94,476,101,267,25098,,11946648
2015,CUE,GYE,EQ,0,46,80,43,955,44104,,3528320
2015,CUE,UIO,AV,0,120,193,52,9,1080,,208440
2015,CUE,UIO,EQ,0,141,193,55,977,137973,,26628789
2015,CUE,UIO,XL,0,124,193,55,812,100688,,19432784
2015,CUM,CCS,V0,0,98,194,45,7,686,,133084
2015,CUM,CCS,VH,0,130,194,44,563,73190,,14198860
2015,CUR,AMS,KL,0,395,4864,551,428,169009,,822059776
2015,CUR,AMS,OR,0,248,4864,598,264,65580,,318981120
2015,CUR,AUA,3P,0,36,74,35,5,180,,13320
2015,CUR,AUA,7I,0,54,74,35,2738,146994,,10877556
2015,CUR,AUA,8I,0,150,74,30,1,150,,11100
2015,CUR,BAQ,7I,0,51,403,105,104,5302,,2136706
2015,CUR,BOG,AV,0,119,626,120,335,39962,,25016212
2015,CUR,BON,7I,0,53,46,26,2248,119772,,5509512
2015,CUR,BON,DVR,0,9,46,25,1773,15957,,734022
