Period,Org,Dst,Mkt Car,Stops,Seats,Miles,Blktm,Departures,Seats,Remove,ASMs
2015,HAV,CMW,CRN,0,68,311,86,151,10268,,3193348
2015,HAV,CMW,CU,0,92,311,72,240,22003,,6842933
2015,HAV,CUN,4O,0,98,316,70,165,16170,,5109720
2015,HAV,CUN,AM,0,165,316,84,246,40477,,12790732
2015,HAV,CUN,CU,0,177,316,82,373,66126,,20895816
2015,HAV,CUN,NO,0,210,316,51,33,6930,,2189880
2015,HAV,CYO,CU,0,60,110,40,15,906,,99660
2015,HAV,CYO,NO,0,210,110,40,13,2730,,300300
2015,HAV,EZE,CU,0,261,4287,540,54,14096,,60429552
2015,HAV,FCO,BV,0,210,5399,617,20,4200,,22675800
2015,HAV,FDF,CU,0,175,1512,202,365,63892,,96604704
2015,HAV,FPO,CU,0,125,339,74,42,5230,,1772970
2015,HAV,FRA,DE,0,270,5054,599,167,45090,,227884860
2015,HAV,GAO,CU,0,99,506,90,206,20394,,10319364
2015,HAV,GCM,KX,0,122,264,61,417,50874,,13430736
2015,HAV,GER,CRN,0,68,83,35,530,36040,,2991320
2015,HAV,GER,CU,0,46,83,35,381,17574,,1458642
2015,HAV,HOG,CRN,0,43,419,100,465,19995,,8377905
2015,HAV,HOG,CU,0,100,419,80,725,72304,,30295376
2015,HAV,HOG,NO,0,210,419,80,13,2730,,1143870
2015,HAV,KIN,GTV,0,46,503,50,6,276,,138828
2015,HAV,LAD,DT,0,324,6807,822,10,3244,,22081908
2015,HAV,LGW,VS,0,455,4663,526,105,47775,,222774825
2015,HAV,LIM,LA,0,156,2443,324,339,52860,,129136980
2015,HAV,LIM,TA,0,149,2443,320,260,38700,,94544100
2015,HAV,MAD,CU,0,264,4633,565,104,27437,,127115621
2015,HAV,MAD,E9,0,378,4633,593,58,21904,,101481232
2015,HAV,MAD,IB,0,270,4633,538,157,42412,,196494796
2015,HAV,MAD,UX,0,279,4633,550,369,102922,,476837626
2015,HAV,MAD,W2,0,268,4633,520,7,1876,,8691508
2015,HAV,MEX,4O,0,150,1099,179,575,86250,,94788750
2015,HAV,MEX,AM,0,157,1099,195,512,80617,,88598083
2015,HAV,MEX,CU,0,179,1099,165,331,59102,,64953098
2015,HAV,MGA,CRN,0,68,789,190,52,3536,,2789904
2015,HAV,MGA,CU,0,70,789,202,14,980,,773220
2015,HAV,MID,CRN,0,68,485,126,76,5168,,2506480
2015,HAV,MOA,CRN,0,68,506,120,76,5168,,2615008
2015,HAV,MOA,CU,0,46,506,120,53,2438,,1233628
2015,HAV,MTY,4O,0,98,1128,175,42,4116,,4642848
2015,HAV,MXP,BV,0,210,5147,594,54,11340,,58366980
2015,HAV,MZO,CU,0,99,388,70,52,5148,,1997424
2015,HAV,NAS,UP,0,120,342,75,167,20040,,6853680
2015,HAV,ORY,CU,0,250,4805,568,75,18715,,89925575
2015,HAV,PAP,CRN,0,68,720,250,14,952,,685440
2015,HAV,PMV,CU,0,99,1473,206,74,7326,,10791198
2015,HAV,PTP,CU,0,99,1434,199,12,1188,,1703592
2015,HAV,PTY,CM,0,149,981,158,2140,319134,,313070454
2015,HAV,SAL,TA,0,145,790,130,290,41988,,33170520
2015,HAV,SCU,CRN,0,68,470,120,76,5168,,2428960
2015,HAV,SCU,CU,0,98,470,87,783,76572,,35988840
2015,HAV,SDQ,7N,0,150,880,150,8,1200,,1056000
2015,HAV,SDQ,CU,0,140,880,138,131,18330,,16130400
2015,HAV,STD,CRN,0,43,1268,626,28,1204,,1526672
2015,HAV,SVO,SU,0,241,5948,693,253,60973,,362667404
2015,HAV,UIO,EQ,0,145,1617,210,161,23354,,37763418
2015,HAV,VTU,CRN,0,68,376,110,75,5100,,1917600
2015,HAV,VTU,CU,0,46,376,100,53,2462,,925712
2015,HAV,YUL,CA,0,311,1627,210,2,622,,1011994
2015,HAV,YUL,TS,0,189,1627,225,1,189,,307503
2015,HAV,YYZ,AC,0,110,1437,211,383,41972,,60313764
2015,HAV,YYZ,CU,0,124,1437,215,1,124,,178188
2015,HAV,YYZ,TS,0,189,1437,200,14,2646,,3802302
2015,HOG,AMS,OR,0,250,4716,565,1,250,,1179000
2015,HOG,BCA,GTV,0,46,120,45,6,276,,33120
2015,HOG,CCC,WG,0,189,173,50,5,945,,163485
2015,HOG,CCS,CU,0,176,936,140,3,528,,494208
2015,HOG,CYB,KX,0,122,243,60,5,610,,148230
2015,HOG,FRA,DE,0,270,4902,587,82,22140,,108530280
2015,HOG,HAV,CRN,0,68,419,100,465,31620,,13248780
2015,HOG,HAV,CU,0,100,419,80,724,72128,,30221632
2015,HOG,LGW,MT,0,267,4513,520,3,801,,3614913
2015,HOG,LGW,TCX,0,310,4513,534,38,11768,,53108984
2015,HOG,MAN,MT,0,267,4420,525,3,801,,3540420
2015,HOG,MAN,TCX,0,311,4420,537,69,21461,,94857620
2015,HOG,MAR,CU,0,124,769,150,1,124,,95356
2015,HOG,MXP,BV,0,210,4966,601,59,12390,,61528740
2015,HOG,MXP,NO,0,210,4966,605,13,2730,,13557180
2015,HOG,YHZ,TS,0,189,1817,255,9,1701,,3090717
2015,HOG,YHZ,WG,0,189,1817,240,16,3024,,5494608
2015,HOG,YOW,AC,0,97,1694,235,1,97,,164318
2015,HOG,YOW,WG,0,189,1694,238,17,3213,,5442822
2015,HOG,YQB,TS,0,189,1816,264,19,3591,,6521256
2015,HOG,YQB,WG,0,189,1816,248,25,4725,,8580600
2015,HOG,YQR,WG,0,189,2560,370,8,1512,,3870720
2015,HOG,YUL,AC,0,120,1710,237,53,6364,,10882440
2015,HOG,YUL,CU,0,161,1710,269,80,12858,,21987180
2015,HOG,YUL,TS,0,223,1710,238,127,28278,,48355380
2015,HOG,YUL,WG,0,189,1710,240,146,27594,,47185740
2015,HOG,YWG,WG,0,189,2313,324,16,3024,,6994512
2015,HOG,YXU,WG,0,189,1561,220,1,189,,295029
2015,HOG,YYG,WG,0,189,1911,230,12,2268,,4334148
2015,HOG,YYZ,AC,0,120,1591,232,70,8404,,13370764
2015,HOG,YYZ,C6,0,180,1591,228,54,9720,,15464520
2015,HOG,YYZ,CU,0,179,1591,244,80,14314,,22773574
2015,HOG,YYZ,TS,0,189,1591,230,99,18711,,29769201
2015,HOG,YYZ,WG,0,189,1591,225,167,31563,,50216733
2015,HOG,YYZ,WS,0,165,1591,236,46,7606,,12101146
2015,HUU,LIM,2I,0,75,160,40,365,27375,,4380000
2015,HUU,LIM,W4,0,39,160,59,703,27639,,4422240
2015,IBE,BOG,AV,0,72,71,46,1331,95832,,6804072
2015,IBE,BOG,LA,0,37,71,40,721,26677,,1894067
2015,IBE,EOH,LA,0,37,128,45,18,666,,85248
2015,IGA,LGI,UP,0,50,176,45,1,50,,8800
2015,IGA,MYG,UP,0,50,105,30,53,2650,,278250
2015,IGA,NAS,UP,0,51,369,90,105,5390,,1988910
2015,IGR,AEP,AR,0,145,652,115,1865,270314,,176244728
2015,IGR,AEP,LA,0,156,652,115,1208,188382,,122825064
2015,IGR,EZE,AR,0,149,672,120,372,55594,,37359168
2015,IGR,EZE,LA,0,156,672,115,1,156,,104832
2015,IGR,ROS,AR,0,107,623,118,134,14384,,8961232
2015,IGR,SLA,AR,0,113,690,113,322,36341,,25075290
2015,IGU,BSB,JJ,0,154,793,136,130,19992,,15853656
2015,IGU,CGB,AD,0,96,694,131,199,19018,,13198492
2015,IGU,CGH,G3,0,165,510,93,388,63854,,32565540
2015,IGU,CGH,JJ,0,154,510,87,413,63514,,32392140
2015,IGU,CNF,AD,0,112,785,145,2,224,,175840
2015,IGU,CWB,AD,0,110,331,71,630,69360,,22958160
2015,IGU,CWB,G3,0,166,331,64,1064,177058,,58606198
2015,IGU,CWB,JJ,0,169,331,65,571,96638,,31987178
2015,IGU,FLN,AD,0,70,394,120,4,280,,110320
2015,IGU,GIG,G3,0,163,734,118,744,121436,,89134024
2015,IGU,GIG,JJ,0,166,734,114,718,118968,,87322512
2015,IGU,GRU,G3,0,163,525,102,1001,163020,,85585500
2015,IGU,GRU,JJ,0,160,525,107,1076,172546,,90586650
2015,IGU,LDB,AD,0,70,262,85,4,280,,73360
2015,IGU,LIM,LA,0,136,1745,258,294,39948,,69709260
2015,IGU,MGF,AD,0,70,213,75,3,210,,44730
2015,IGU,POA,AD,0,84,365,97,365,30518,,11139070
2015,IGU,POA,G3,0,164,365,83,17,2786,,1016890
2015,IGU,RAO,AD,0,70,524,140,2,140,,73360
2015,IGU,SCL,JJ,0,220,1116,180,1,220,,245520
2015,IGU,SDU,G3,0,144,737,115,2,288,,212256
2015,IGU,VCP,AD,0,116,495,95,483,56058,,27748710
2015,IMP,BEL,AD,0,99,295,78,223,22138,,6530710
2015,IMP,BSB,G3,0,154,715,111,356,54826,,39200590
2015,IMP,BSB,JJ,0,165,715,123,602,99324,,71016660
2015,IMP,CNF,AD,0,118,1002,145,310,36544,,36617088
2015,IMP,SLZ,AD,0,70,300,85,62,4340,,1302000
2015,IMP,SLZ,G3,0,154,300,60,354,54486,,16345800
2015,IMP,SLZ,JJ,0,164,300,58,304,49866,,14959800
2015,IOS,BSB,JJ,0,144,596,97,119,17096,,10189216
2015,IOS,BSB,O6,0,123,596,110,357,43828,,26121488
2015,IOS,CGH,AD,0,118,785,126,27,3186,,2501010
2015,IOS,CGH,G3,0,144,785,130,58,8352,,6556320
2015,IOS,CGH,JJ,0,144,785,138,349,50176,,39388160
2015,IOS,CNF,AD,0,109,466,83,255,27774,,12942684
2015,IOS,CNF,G3,0,144,466,81,365,52560,,24492960
2015,IOS,GIG,G3,0,144,616,119,47,6768,,4169088
2015,IOS,GRU,AD,0,118,767,138,150,17628,,13520676
2015,IOS,SDU,AD,0,106,620,120,24,2544,,1577280
2015,IOS,SDU,G3,0,144,620,135,2,288,,178560
2015,IOS,SDU,JJ,0,144,620,108,21,3024,,1874880
2015,IOS,SSA,AD,0,96,139,50,676,64780,,9004420
2015,IOS,SSA,G3,0,144,139,43,365,52560,,7305840
2015,IOS,SSA,O6,0,123,139,44,357,43816,,6090424
2015,IOS,VCP,AD,0,117,774,135,387,45462,,35187588
2015,IPC,PPT,LA,0,224,2638,360,52,11668,,30780184
2015,IPC,SCL,LA,0,233,2330,285,429,100018,,233041940
2015,IPN,CNF,AD,0,70,97,46,1111,77770,,7543690
2015,IPN,PLU,AD,0,70,98,48,207,14490,,1420020
2015,IQQ,ANF,H2,0,130,201,50,311,40384,,8117184
2015,IQQ,ANF,LA,0,156,201,52,431,67194,,13505994
2015,IQQ,ARI,H2,0,129,152,45,432,55804,,8482208
2015,IQQ,ARI,LA,0,156,152,46,365,56896,,8648192
2015,IQQ,LPB,H2,0,131,307,75,132,17252,,5296364
2015,IQQ,LPB,LA,0,156,307,73,208,32436,,9957852
2015,IQQ,LPB,Z8,0,50,307,49,26,1300,,399100
2015,IQQ,ORU,Z8,0,50,269,57,83,4150,,1116350
2015,IQQ,SCL,H2,0,128,888,135,1083,138556,,123037728
2015,IQQ,SCL,LA,0,160,888,136,2577,411074,,365033712
2015,IQQ,SLA,LA,0,156,421,85,16,2496,,1050816
2015,IQQ,VVI,LA,0,156,500,96,157,24480,,12240000
2015,IQQ,VVI,Z8,0,50,500,91,253,12650,,6325000
2015,IQT,CBB,OB,0,122,1058,215,365,44530,,47112740
2015,IQT,CBB,P9,0,122,1058,215,365,44530,,47112740
2015,IQT,LIM,AV,0,149,625,107,367,54810,,34256250
2015,IQT,LIM,LA,0,149,625,105,1782,264672,,165420000
2015,IQT,LIM,P9,0,122,625,100,727,88694,,55433750
2015,IQT,PCL,2I,0,100,328,60,365,36425,,11947400
2015,IQT,PCL,P9,0,122,328,60,365,44530,,14605840
2015,IQT,PTY,CM,0,95,981,149,75,7141,,7005321
2015,IQT,TPP,2I,0,85,282,60,365,31025,,8749050
2015,IQT,TPP,LA,0,136,282,67,74,10064,,2838048
2015,IRJ,AEP,AR,0,96,607,96,311,29856,,18122592
2015,IRJ,CTC,AR,0,96,82,32,1,96,,7872
2015,IRJ,EZE,AR,0,96,611,85,1,96,,58656
2015,ITB,BEL,AD,0,70,556,146,44,3080,,1712480
2015,ITB,STM,AD,0,70,150,55,244,17080,,2562000
2015,ITU,UUS,HZ,0,57,274,80,178,10146,,2780004
2015,IZA,CNF,G3,0,144,138,46,243,34992,,4828896
2015,IZA,GRU,AD,0,70,248,100,51,3570,,885360
2015,IZA,VCP,AD,0,97,273,84,776,75416,,20588568
2015,JAU,LIM,W4,0,39,111,50,730,28638,,3178818
2015,JBQ,AUA,N3,0,19,418,120,157,2983,,1246894
2015,JBQ,CUR,N3,0,19,446,130,58,1102,,491492
2015,JBQ,EIS,N3,0,19,357,130,1,19,,6783
2015,JBQ,PAP,N3,0,19,150,64,644,12236,,1835400
2015,JBQ,PAP,S6,0,19,150,46,521,9899,,1484850
2015,JCB,CWB,NHG,0,19,186,60,179,3401,,632586
2015,JCB,ERM,NHG,0,19,55,30,179,3401,,187055
2015,JDO,BSB,JJ,0,144,835,135,148,21252,,17745420
2015,JDO,BSB,O6,0,110,835,140,339,37136,,31008560
2015,JDO,FOR,O6,0,120,243,53,719,86280,,20966040
2015,JDO,GRU,G3,0,144,1216,168,373,53712,,65313792
2015,JDO,GRU,O6,0,120,1216,180,367,44014,,53521024
2015,JDO,PNZ,AD,0,117,172,50,317,37238,,6404936
2015,JDO,REC,AD,0,70,304,95,2,140,,42560
2015,JDO,REC,JJ,0,144,304,66,148,21252,,6460608
2015,JDO,VCP,AD,0,118,1208,171,46,5428,,6557024
2015,JJG,CGH,JJ,0,144,379,65,181,26024,,9863096
2015,JOI,CGH,G3,0,150,223,58,662,99098,,22098854
2015,JOI,CGH,JJ,0,144,223,59,666,95744,,21350912
2015,JOI,GRU,AD,0,103,241,81,246,25236,,6081876
2015,JOI,GRU,JJ,0,144,241,69,402,57828,,13936548
2015,JOI,POA,AD,0,105,297,72,258,27000,,8019000
2015,JOI,VCP,AD,0,84,245,82,1045,87346,,21399770
2015,JPA,BSB,G3,0,169,1063,163,358,60652,,64473076
2015,JPA,BSB,JJ,0,165,1063,168,703,116266,,123590758
2015,JPA,BSB,O6,0,147,1063,177,364,53510,,56881130
2015,JPA,CNF,AD,0,118,1053,160,10,1180,,1242540
2015,JPA,CNF,G3,0,144,1053,165,1,144,,151632
2015,JPA,FOR,AD,0,70,337,98,367,25690,,8657530
2015,JPA,GIG,G3,0,168,1213,189,977,163906,,198817978
2015,JPA,GIG,JJ,0,168,1213,181,554,92932,,112726516
2015,JPA,GIG,O6,0,150,1213,204,365,54828,,66506364
2015,JPA,GRU,G3,0,167,1359,195,364,60788,,82610892
2015,JPA,GRU,JJ,0,166,1359,209,709,117556,,159758604
2015,JPA,GRU,O6,0,135,1359,210,50,6756,,9181404
2015,JPA,MCZ,AD,0,70,173,66,64,4480,,775040
2015,JPA,SSA,AD,0,70,459,120,313,21910,,10056690
2015,JPA,SSA,JJ,0,169,459,77,181,30534,,14015106
2015,JPA,VCP,AD,0,117,1362,200,524,61304,,83496048
2015,JPR,CGB,AD,0,70,506,139,321,22470,,11369820
2015,JTC,BSB,JJ,0,144,440,81,122,17508,,7703520
2015,JTC,CGH,G3,0,144,184,50,50,7200,,1324800
2015,JTC,GRU,G3,0,144,187,59,228,32832,,6139584
2015,JTC,MII,AD,0,70,54,30,288,20160,,1088640
2015,JTC,VCP,AD,0,70,136,55,571,39970,,5435920
2015,JUJ,AEP,AR,0,110,808,127,1039,113808,,91956864
2015,JUJ,COR,AR,0,96,480,90,208,19968,,9584640
2015,JUJ,EZE,AR,0,96,820,120,4,384,,314880
2015,JUL,CUZ,LA,0,136,179,55,367,49864,,8925656
2015,JUL,LIM,AV,0,149,523,105,691,102750,,53738250
2015,JUL,LIM,LA,0,136,523,100,941,127832,,66856136
2015,KIN,ANU,BW,0,154,989,140,105,16170,,15992130
2015,KIN,ATL,DL,0,144,1182,183,326,47023,,55581186
2015,KIN,BGI,BW,0,154,1198,165,37,5698,,6826204
2015,KIN,CUR,7I,0,73,655,140,136,9874,,6467470
2015,KIN,FLL,B6,0,120,601,117,730,87950,,52857950
2015,KIN,FLL,BW,0,154,601,100,372,57288,,34430088
2015,KIN,FLL,NK,0,144,601,114,42,6069,,3647469
2015,KIN,GCM,KX,0,122,313,64,317,38674,,12104962
2015,KIN,GEO,OJ,0,185,1477,210,211,39135,,57802395
2015,KIN,HAV,GTV,0,46,503,120,6,276,,138828
2015,KIN,JFK,B6,0,165,1577,232,495,81690,,128825130
2015,KIN,JFK,BW,0,154,1577,225,456,70224,,110743248
2015,KIN,JFK,DL,0,146,1577,223,24,3498,,5516346
2015,KIN,JFK,OJ,0,186,1577,226,208,38655,,60958935
2015,KIN,LGW,BA,0,297,4681,535,177,52569,,246075489
2015,KIN,MBJ,BW,0,154,83,40,6,924,,76692
2015,KIN,MBJ,JY,0,30,83,35,505,15150,,1257450
2015,KIN,MCO,BW,0,154,778,128,104,16016,,12460448
2015,KIN,MIA,AA,0,150,586,114,1214,182100,,106710600
2015,KIN,NAS,BW,0,154,492,86,156,24024,,11819808
2015,KIN,PAP,JY,0,30,298,81,32,960,,286080
2015,KIN,PLS,JY,0,30,395,100,282,8460,,3341700
2015,KIN,POS,BW,0,154,1151,150,129,19866,,22865766
2015,KIN,PTY,CM,0,102,636,121,208,21119,,13431684
2015,KIN,SDQ,JY,0,30,468,115,36,1080,,505440
2015,KIN,SXM,BW,0,154,898,135,105,16170,,14520660
2015,KIN,YYZ,AC,0,151,1784,253,221,33265,,59344760
2015,KIN,YYZ,BW,0,154,1784,255,170,26180,,46705120
2015,KIN,YYZ,OJ,0,188,1784,270,41,7710,,13754640
2015,KIN,YYZ,WS,0,156,1784,258,154,23974,,42769616
2015,LCR,ACR,9R,0,19,44,37,14,266,,11704
2015,LCR,LET,9R,0,18,319,113,40,708,,225852
2015,LDB,CGB,AD,0,106,622,102,311,33002,,20527244
2015,LDB,CGH,G3,0,158,283,70,665,105276,,29793108
2015,LDB,CGH,JJ,0,154,283,63,674,103826,,29382758
2015,LDB,CGR,AD,0,70,301,90,99,6930,,2085930
2015,LDB,CWB,AD,0,83,194,57,965,80378,,15593332
2015,LDB,CWB,G3,0,158,194,56,598,94718,,18375292
2015,LDB,CWB,JJ,0,166,194,52,330,54810,,10633140
2015,LDB,FLN,AD,0,70,339,100,4,280,,94920
2015,LDB,GRU,G3,0,155,294,78,365,56434,,16591596
2015,LDB,GRU,JJ,0,166,294,82,539,89256,,26241264
2015,LDB,IGU,AD,0,70,262,85,3,210,,55020
2015,LDB,POA,AD,0,70,459,120,140,9800,,4498200
2015,LDB,PPB,AD,0,118,82,40,31,3658,,299956
2015,LDB,REC,AD,0,118,1501,198,5,590,,885590
2015,LDB,SSA,G3,0,144,1105,170,3,432,,477360
2015,LDB,VCP,AD,0,93,253,72,898,83752,,21189256
2015,LEC,CNF,AD,0,70,526,129,17,1190,,625940
2015,LEC,SSA,AD,0,70,200,61,114,7980,,1596000
2015,LET,ACR,9R,0,17,299,112,26,442,,132158
2015,LET,BOG,AV,0,133,678,125,365,48624,,32967072
2015,LET,BOG,LA,0,156,678,125,427,66582,,45142596
2015,LET,LCR,9R,0,18,319,113,40,708,,225852
2015,LET,LPD,9R,0,17,199,79,66,1150,,228850
2015,LET,TCD,9R,0,17,90,43,66,1150,,103500
2015,LFR,CCS,V0,0,98,395,51,112,10976,,4335520
2015,LFR,PMV,V0,0,98,594,95,97,9506,,5646564
2015,LGI,IGA,UP,0,50,176,45,1,50,,8800
2015,LGI,NAS,PL,0,19,197,45,678,12882,,2537754
2015,LGI,NAS,UP,0,50,197,55,360,17965,,3539105
2015,LGI,SML,PNP,0,19,29,10,209,3971,,115159
2015,LGQ,UIO,EQ,0,120,112,40,630,75706,,8479072
2015,LGS,AEP,AR,0,122,634,100,8,976,,618784
2015,LGS,GRU,AR,0,148,1613,250,4,592,,954896
2015,LIM,AMS,KL,0,373,6532,745,365,136186,,889566952
2015,LIM,ANF,LA,0,136,901,155,13,1768,,1592968
2015,LIM,ANS,2I,0,75,277,60,7,525,,145425
2015,LIM,ANS,W4,0,37,277,84,365,13505,,3740885
2015,LIM,AQP,AV,0,131,475,90,697,91056,,43251600
2015,LIM,AQP,LA,0,147,475,90,3362,495318,,235276050
2015,LIM,AQP,P9,0,122,475,85,1333,162626,,77247350
2015,LIM,AQP,W4,0,120,475,90,44,5280,,2508000
2015,LIM,ASU,AV,0,98,1569,225,358,35084,,55046796
2015,LIM,ASU,PZ,0,156,1569,225,175,27294,,42824286
2015,LIM,ATA,W4,0,37,187,74,169,6253,,1169311
2015,LIM,ATL,DL,0,246,3189,410,365,89752,,286219128
2015,LIM,AYP,2I,0,85,210,50,365,31025,,6515250
2015,LIM,AYP,LA,0,136,210,57,409,55796,,11717160
2015,LIM,AYP,W4,0,39,210,69,730,28638,,6013980
2015,LIM,BOG,AV,0,164,1172,189,1797,293820,,344357040
2015,LIM,BOG,LA,0,136,1172,190,1019,138612,,162453264
2015,LIM,BOG,VVC,0,150,1172,187,196,29400,,34456800
2015,LIM,CCS,AV,0,173,1709,240,364,62914,,107520026
2015,LIM,CCS,LA,0,136,1709,254,94,12772,,21827348
2015,LIM,CDG,AF,0,281,6380,728,185,51987,,331677060
2015,LIM,CIX,AV,0,149,406,85,290,43320,,17587920
2015,LIM,CIX,LA,0,148,406,90,1416,209212,,84940072
2015,LIM,CIX,W4,0,120,406,85,66,7920,,3215520
2015,LIM,CJA,LA,0,137,350,80,928,126914,,44419900
2015,LIM,CJA,W4,0,42,350,89,730,30662,,10731700
2015,LIM,CLO,AV,0,98,1075,175,359,35286,,37932450
2015,LIM,COR,LA,0,156,1564,220,365,56916,,89016624
2015,LIM,CUN,AV,0,130,2376,337,69,8948,,21260448
2015,LIM,CUN,LA,0,156,2376,339,542,84504,,200781504
2015,LIM,CUZ,2I,0,79,363,70,1812,143200,,51981600
2015,LIM,CUZ,AV,0,140,363,84,1881,262550,,95305650
2015,LIM,CUZ,LA,0,145,363,80,6955,1010624,,366856512
2015,LIM,CUZ,P9,0,122,363,70,2004,244488,,88749144
2015,LIM,CUZ,W4,0,120,363,80,102,12240,,4443120
2015,LIM,DFW,AA,0,182,3367,446,365,66473,,223814591
2015,LIM,EWR,UA,0,169,3644,481,270,45630,,166275720
2015,LIM,EZE,AR,0,169,1957,246,366,62022,,121377054
2015,LIM,EZE,AV,0,217,1957,264,734,158964,,311092548
2015,LIM,EZE,LA,0,194,1957,266,1083,210626,,412195082
2015,LIM,FLL,B6,0,150,2638,353,366,54900,,144826200
2015,LIM,FLL,NK,0,145,2638,356,178,25726,,67865188
2015,LIM,GIG,TA,0,148,2345,300,366,54120,,126911400
2015,LIM,GRU,EQ,0,148,2157,290,166,24619,,53103183
2015,LIM,GRU,JJ,0,183,2157,320,366,66935,,144378795
2015,LIM,GRU,LA,0,195,2157,303,529,103376,,222982032
2015,LIM,GRU,TA,0,236,2157,290,368,86793,,187212501
2015,LIM,GYE,AV,0,128,707,145,365,46554,,32913678
2015,LIM,GYE,LA,0,177,707,137,572,101466,,71736462
2015,LIM,HAV,LA,0,156,2443,335,339,52860,,129136980
2015,LIM,HAV,TA,0,147,2443,330,260,38340,,93664620
2015,LIM,HUU,2I,0,75,160,40,365,27375,,4380000
2015,LIM,HUU,W4,0,39,160,59,703,27639,,4422240
2015,LIM,IAH,UA,0,182,3143,395,386,70344,,221091192
2015,LIM,IGU,LA,0,136,1745,242,294,39948,,69709260
2015,LIM,IQT,AV,0,149,625,111,368,54960,,34350000
2015,LIM,IQT,LA,0,149,625,115,1781,264556,,165347500
2015,LIM,IQT,P9,0,122,625,100,729,88938,,55586250
2015,LIM,JAU,W4,0,39,111,50,730,28638,,3178818
2015,LIM,JFK,LA,0,214,3642,470,441,94374,,343710108
2015,LIM,JUL,AV,0,149,523,100,692,102900,,53816700
2015,LIM,JUL,LA,0,136,523,100,821,111560,,58345880
2015,LIM,LAX,LA,0,235,4173,522,693,162814,,679422822
2015,LIM,LPB,AV,0,127,672,115,363,45946,,30875712
2015,LIM,LPB,LA,0,136,672,120,293,39824,,26761728
2015,LIM,LTX,P9,0,122,774,135,1,122,,94428
2015,LIM,MAD,IB,0,336,5915,687,394,132417,,783246555
2015,LIM,MAD,LA,0,214,5915,713,364,77896,,460754840
2015,LIM,MAD,UX,0,299,5915,716,365,109135,,645533525
2015,LIM,MCO,LA,0,136,2806,390,195,26472,,74280432
2015,LIM,MDE,AV,0,106,1259,190,363,38410,,48358190
2015,LIM,MEX,AM,0,161,2636,373,728,116866,,308058776
2015,LIM,MEX,AV,0,120,2636,360,370,44536,,117396896
2015,LIM,MEX,LA,0,214,2636,365,366,78324,,206462064
2015,LIM,MIA,AA,0,205,2619,356,731,150027,,392920713
2015,LIM,MIA,AV,0,252,2619,344,370,93240,,244195560
2015,LIM,MIA,LA,0,208,2619,345,817,169716,,444486204
2015,LIM,MVD,AV,0,149,2056,275,369,54950,,112977200
2015,LIM,MZA,W4,0,37,180,65,3,111,,19980
2015,LIM,PCL,2I,0,100,305,60,525,52350,,15966750
2015,LIM,PCL,LA,0,150,305,75,973,146066,,44550130
2015,LIM,PCL,P9,0,122,305,60,78,9516,,2902380
2015,LIM,PEM,LA,0,138,533,95,344,47316,,25219428
2015,LIM,PIU,AV,0,123,527,101,734,90042,,47452134
2015,LIM,PIU,LA,0,136,527,101,2221,302368,,159347936
2015,LIM,PIU,P9,0,122,527,90,732,89304,,47063208
2015,LIM,POA,TA,0,121,2072,281,363,43936,,91035392
2015,LIM,PTY,CM,0,149,1464,219,1772,263223,,385358472
2015,LIM,PUJ,AV,0,125,2194,302,260,32374,,71028556
2015,LIM,PUJ,LA,0,156,2194,308,491,76572,,167998968
2015,LIM,SAL,AV,0,173,1938,267,736,127146,,246408948
2015,LIM,SCL,AV,0,180,1528,215,369,66444,,101526432
2015,LIM,SCL,H2,0,124,1528,215,527,65582,,100209296
2015,LIM,SCL,LA,0,178,1528,211,3082,547730,,836931440
2015,LIM,SDQ,AV,0,150,2161,300,1,150,,324150
2015,LIM,SJO,AV,0,147,1595,237,365,53588,,85472860
2015,LIM,TBP,LA,0,154,625,116,677,104324,,65202500
2015,LIM,TCQ,LA,0,152,617,106,972,147540,,91032180
2015,LIM,TCQ,P9,0,122,617,100,177,21594,,13323498
2015,LIM,TGI,W4,0,37,202,70,392,14504,,2929808
2015,LIM,TPP,2I,0,85,384,75,574,48790,,18735360
2015,LIM,TPP,LA,0,146,384,85,1361,199098,,76453632
2015,LIM,TPP,P9,0,122,384,75,730,89060,,34199040
2015,LIM,TRU,AV,0,110,303,75,729,80080,,24264240
2015,LIM,TRU,LA,0,146,303,75,1334,195158,,59132874
2015,LIM,TRU,W4,0,120,303,70,22,2640,,799920
2015,LIM,TYL,LA,0,138,587,102,433,59708,,35048596
2015,LIM,UIO,AV,0,120,826,150,363,43696,,36092896
2015,LIM,UIO,EQ,0,125,826,120,346,43387,,35837662
2015,LIM,UIO,LA,0,140,826,149,618,86712,,71624112
2015,LIM,VVI,AV,0,120,1009,165,360,43336,,43726024
2015,LIM,VVI,LA,0,136,1009,163,294,39936,,40295424
2015,LIM,VVI,OB,0,122,1009,185,151,18422,,18587798
2015,LIM,VVI,P9,0,122,1009,220,365,44530,,44930770
2015,LIM,YYZ,AC,0,191,3848,480,160,30560,,117594880
2015,LMC,BOG,9R,0,53,176,79,120,6326,,1113376
2015,LMC,VVC,9R,0,19,138,50,24,456,,62928
2015,LOH,GYE,EQ,0,46,131,43,556,25750,,3373250
2015,LOH,UIO,EQ,0,104,272,60,670,69680,,18952960
2015,LPB,AQP,Z8,0,50,224,40,83,4150,,929600
2015,LPB,ARI,H2,0,146,189,60,74,10814,,2043846
